anyo;cut_region;region;cut_provincia;provincia;cut_comuna_anyocenso;cut_comuna;comuna;cut_distrito;distrito;censo_viviendas_totales;censo_viviendas_ocupadas;censo_viviendas_desocupadas;censo_viviendas_urbanas;censo_viviendas_rurales;censo_viviendas_tipo_casa;censo_viviendas_tipo_departamento;censo_viviendas_tipo_otros;censo_viviendas_agua_por_red_publica;censo_viviendas_agua_por_pozo_o_noria;censo_viviendas_agua_por_camion;censo_viviendas_agua_por_rio;censo_viviendas_agua_por_otro;censo_viviendas_agua_no_se_puede_determinar;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado;censo_viviendas_tratamiento_aguas_por_pozo_fosa_septica;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado_o_fosa_septica;censo_viviendas_tratamiento_aguas_por_pozo_negro;censo_viviendas_tratamiento_aguas_por_otro;censo_viviendas_tratamiento_aguas_no_tiene;censo_viviendas_tratamiento_aguas_no_se_puede_determinar;censo_viviendas_electricidad_por_red_publica;censo_viviendas_electricidad_por_generador;censo_viviendas_electricidad_por_ernc;censo_viviendas_electricidad_por_otro;censo_viviendas_electricidad_no_tiene;censo_viviendas_electricidad_no_se_puede_determinar;censo_total_poblacion;num_distrito
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101063;Caracol;125;107;18;0;125;119;0;6;4;90;;13;;;58.0;0.0;58.0;45.0;4.0;;;91.0;3.0;0.0;;13.0;;404;3
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101064;Cordillera de Zarao;267;242;25;0;267;244;0;23;9;100;;130;;;73.0;0.0;73.0;145.0;21.0;;;116.0;7.0;0.0;;116.0;;831;4
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101065;Ñadi;411;395;16;0;411;396;0;15;5;323;;66;;;230.0;3.0;233.0;154.0;7.0;;;352.0;7.0;0.0;;35.0;;1382;5
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101066;Río Frío;573;519;54;0;573;553;1;19;255;256;;5;;;332.0;2.0;334.0;176.0;6.0;;;482.0;2.0;0.0;;32.0;;1707;6
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101067;Cululil;558;507;51;0;558;540;0;18;58;331;;108;;;214.0;2.0;216.0;264.0;17.0;;;375.0;12.0;0.0;;110.0;;1756;7
2002;10;De Los Lagos;101;Llanquihue;10106;10106;Los Muermos;101068;Palihue;759;712;47;0;759;714;0;45;8;451;;243;;;366.0;0.0;366.0;296.0;40.0;;;537.0;10.0;1.0;;154.0;;2700;8
2002;10;De Los Lagos;101;Llanquihue;10107;10107;Llanquihue;101071;Llanquihue;1980;1855;125;1678;302;1906;10;64;1584;197;;63;;;1744.0;4.0;1748.0;80.0;16.0;;;1803.0;10.0;0.0;;31.0;;6780;1
2002;10;De Los Lagos;101;Llanquihue;10107;10107;Llanquihue;101072;Iansa;1814;1766;48;1756;58;1691;2;121;1678;59;;23;;;1721.0;1.0;1722.0;14.0;24.0;;;1719.0;8.0;0.0;;33.0;;7153;2
2002;10;De Los Lagos;101;Llanquihue;10107;10107;Llanquihue;101073;Loncotoro;435;395;40;0;435;404;1;30;95;262;;31;;;210.0;4.0;214.0;161.0;13.0;;;350.0;24.0;0.0;;14.0;;1357;3
2002;10;De Los Lagos;101;Llanquihue;10107;10107;Llanquihue;101074;Colegual;350;289;61;0;350;324;1;25;4;257;;26;;;170.0;1.0;171.0;102.0;14.0;;;256.0;8.0;0.0;;23.0;;1047;4
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101081;Maullín;1299;1194;105;1166;133;1196;6;97;1054;117;;5;;;855.0;3.0;858.0;305.0;13.0;;;1025.0;39.0;0.0;;112.0;;4369;1
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101082;Quenuir;509;422;87;0;509;492;0;17;268;60;;88;;;245.0;1.0;246.0;157.0;13.0;;;383.0;4.0;0.0;;29.0;;1445;2
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101083;Lolcura;686;573;113;0;686;637;0;49;297;260;;13;;;252.0;2.0;254.0;295.0;21.0;;;368.0;35.0;0.0;;167.0;;1984;3
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101084;Misquihué;412;387;25;0;412;397;0;15;42;199;;140;;;178.0;1.0;179.0;189.0;13.0;;;275.0;2.0;0.0;;104.0;;1326;4
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101085;Olmopulli;482;435;47;0;482;458;1;23;4;345;;84;;;134.0;1.0;135.0;277.0;21.0;;;299.0;11.0;0.0;;123.0;;1477;5
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101086;Cariquilda;402;364;38;0;402;380;0;22;46;225;;86;;;155.0;2.0;157.0;190.0;10.0;;;251.0;12.0;0.0;;94.0;;1262;6
2002;10;De Los Lagos;101;Llanquihue;10108;10108;Maullín;101087;Carelmapu;1194;1087;107;913;281;1116;1;77;706;280;;94;;;621.0;2.0;623.0;441.0;16.0;;;926.0;24.0;1.0;;129.0;;3717;7
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101091;Puerto Varas;6202;5529;673;5792;410;5717;224;261;4980;373;;86;;;5205.0;15.0;5220.0;164.0;55.0;;;5252.0;58.0;2.0;;127.0;;21313;1
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101092;Nueva Braunau;790;709;81;527;263;767;1;22;548;136;;21;;;585.0;6.0;591.0;107.0;7.0;;;685.0;3.0;0.0;;17.0;;2776;2
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101093;Paraguay Grande;363;330;33;0;363;345;1;17;36;238;;45;;;238.0;4.0;242.0;71.0;6.0;;;290.0;11.0;0.0;;18.0;;1203;3
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101094;Santa María;212;123;89;0;212;203;0;9;8;108;;4;;;89.0;2.0;91.0;28.0;1.0;;;111.0;1.0;0.0;;8.0;;457;4
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101095;La Fábrica;432;400;32;98;334;402;1;29;94;178;;117;;;228.0;2.0;230.0;135.0;24.0;;;338.0;12.0;0.0;;39.0;;1377;5
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101096;Los Riscos;272;231;41;0;272;265;0;7;37;93;;100;;;191.0;4.0;195.0;30.0;5.0;;;212.0;4.0;0.0;;14.0;;840;6
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101097;Ensenada;634;393;241;0;634;565;2;67;175;53;;135;;;269.0;4.0;273.0;79.0;11.0;;;244.0;44.0;2.0;;73.0;;1623;7
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101098;Peulla;163;90;73;0;163;154;0;9;2;1;;79;;;60.0;3.0;63.0;18.0;1.0;;;1.0;50.0;0.0;;31.0;;327;8
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101099;Ralún;342;284;58;0;342;324;0;18;51;5;;216;;;195.0;2.0;197.0;67.0;8.0;;;192.0;15.0;0.0;;65.0;;831;9
2002;10;De Los Lagos;101;Llanquihue;10109;10109;Puerto Varas;101189;Rezagados;612;555;57;575;37;580;4;28;422;95;;28;;;494.0;3.0;497.0;45.0;3.0;;;504.0;18.0;0.0;;23.0;;2165;99
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102011;Castro;6913;6692;219;6833;80;6435;174;304;6435;20;;83;;;6382.0;4.0;6386.0;101.0;51.0;;;6366.0;21.0;0.0;;151.0;;26194;1
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102012;Gamboa;1337;1260;77;870;467;1266;4;67;703;119;;404;;;1064.0;4.0;1068.0;125.0;33.0;;;1139.0;24.0;0.0;;63.0;;4774;2
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102013;Llaullao;536;509;27;0;536;522;0;14;352;72;;75;;;372.0;1.0;373.0;111.0;15.0;;;447.0;12.0;1.0;;39.0;;1868;3
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102014;Piruquina;324;305;19;0;324;312;1;11;123;84;;90;;;210.0;6.0;216.0;74.0;7.0;;;259.0;11.0;0.0;;27.0;;1148;4
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102015;San José;429;377;52;0;429;424;0;5;120;108;;149;;;229.0;1.0;230.0;133.0;14.0;;;315.0;18.0;0.0;;44.0;;1256;5
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102016;Rilán;436;397;39;0;436;429;0;7;105;144;;145;;;185.0;1.0;186.0;184.0;24.0;;;316.0;9.0;0.0;;69.0;;1394;6
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102017;Chelín;108;96;12;0;108;107;0;1;37;55;;4;;;53.0;2.0;55.0;36.0;5.0;;;0.0;86.0;0.0;;10.0;;354;7
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102018;Quehui;312;266;46;0;312;302;0;10;18;140;;108;;;67.0;1.0;68.0;178.0;20.0;;;6.0;130.0;0.0;;130.0;;1007;8
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102019;Yutuy;385;323;62;0;385;382;0;3;17;173;;127;;;135.0;2.0;137.0;150.0;30.0;;;282.0;4.0;0.0;;31.0;;1127;9
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102020;San Pedro;132;61;71;0;132;124;0;8;3;29;;25;;;23.0;0.0;23.0;28.0;6.0;;;49.0;2.0;0.0;;6.0;;207;10
2002;10;De Los Lagos;102;Chiloe;10201;10201;Castro;102109;Rezagados;9;9;0;9;0;9;0;0;6;3;;0;;;6.0;0.0;6.0;3.0;0.0;;;7.0;0.0;0.0;;2.0;;37;99
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102021;Cuarteles;3796;3570;226;3796;0;3623;36;137;3449;27;;21;;;3411.0;1.0;3412.0;74.0;11.0;;;3426.0;22.0;1.0;;48.0;;13328;1
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102022;Intendencia;4382;4000;382;4176;206;4162;43;177;3692;169;;83;;;3621.0;6.0;3627.0;292.0;25.0;;;3698.0;93.0;2.0;;151.0;;14497;2
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102023;Quempillén;168;137;31;0;168;159;0;9;6;88;;39;;;83.0;2.0;85.0;44.0;4.0;;;116.0;7.0;0.0;;10.0;;426;3
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102024;Pugueñún;389;335;54;0;389;383;0;6;65;205;;64;;;159.0;4.0;163.0;161.0;10.0;;;269.0;26.0;0.0;;39.0;;1131;4
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102025;Chacao;823;686;137;0;823;803;1;19;326;252;;100;;;444.0;1.0;445.0;214.0;19.0;;;585.0;23.0;0.0;;70.0;;2328;5
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102026;Pumanzano;709;629;80;0;709;649;0;60;49;418;;161;;;261.0;2.0;263.0;347.0;18.0;;;476.0;25.0;0.0;;127.0;;2190;6
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102027;Degañ;328;283;45;0;328;301;0;27;3;212;;65;;;98.0;1.0;99.0;169.0;12.0;;;225.0;15.0;0.0;;40.0;;1013;7
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102028;Puntra;138;115;23;0;138;125;0;13;2;68;;43;;;54.0;0.0;54.0;54.0;5.0;;;69.0;7.0;0.0;;37.0;;341;8
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102029;Coipomó;540;411;129;0;540;495;0;45;15;246;;150;;;251.0;0.0;251.0;144.0;16.0;;;341.0;19.0;0.0;;51.0;;1323;9
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102030;Pilluco;603;529;74;0;603;589;0;14;66;260;;195;;;258.0;4.0;262.0;216.0;43.0;;;396.0;28.0;0.0;;97.0;;1930;10
2002;10;De Los Lagos;102;Chiloe;10202;10202;Ancud;102031;Calle;438;416;22;0;438;432;0;6;3;226;;186;;;261.0;1.0;262.0;142.0;11.0;;;366.0;12.0;0.0;;37.0;;1439;11
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102031;Chonchi;1405;1308;97;1209;196;1331;3;71;1129;101;;55;;;1180.0;1.0;1181.0;96.0;8.0;;;1218.0;8.0;0.0;;59.0;;5158;1
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102032;Teupa;209;176;33;0;209;199;0;10;1;107;;68;;;100.0;0.0;100.0;68.0;8.0;;;103.0;3.0;0.0;;70.0;;623;2
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102033;Terao;240;199;41;0;240;229;1;10;3;99;;96;;;124.0;1.0;125.0;60.0;13.0;;;97.0;16.0;0.0;;85.0;;758;3
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102034;Natri;312;264;48;0;312;291;0;21;55;65;;139;;;161.0;0.0;161.0;83.0;15.0;;;184.0;14.0;0.0;;61.0;;974;4
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102035;Huillinco;357;289;68;0;357;337;0;20;88;85;;105;;;160.0;1.0;161.0;111.0;6.0;;;207.0;2.0;0.0;;69.0;;943;5
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102036;Cucao;199;119;80;0;199;193;0;6;54;27;;33;;;74.0;1.0;75.0;39.0;0.0;;;75.0;3.0;0.0;;36.0;;424;6
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102037;Notué;168;144;24;0;168;162;0;6;1;65;;75;;;94.0;0.0;94.0;46.0;1.0;;;44.0;1.0;0.0;;96.0;;489;7
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102038;Rauco;598;487;111;0;598;586;1;11;8;270;;204;;;326.0;2.0;328.0;134.0;20.0;;;388.0;26.0;1.0;;67.0;;1951;8
2002;10;De Los Lagos;102;Chiloe;10203;10203;Chonchi;102039;Curaco;432;366;66;0;432;414;0;18;43;157;;162;;;208.0;3.0;211.0;140.0;11.0;;;287.0;2.0;0.0;;73.0;;1252;9
2002;10;De Los Lagos;102;Chiloe;10204;10204;Curaco de Vélez;102041;Curaco de Veléz;502;457;45;0;502;489;0;13;196;44;;211;;;367.0;0.0;367.0;70.0;14.0;;;404.0;2.0;0.0;;45.0;;1812;1
2002;10;De Los Lagos;102;Chiloe;10204;10204;Curaco de Vélez;102042;San Javier;292;254;38;0;292;284;0;8;51;38;;164;;;173.0;3.0;176.0;70.0;7.0;;;198.0;6.0;0.0;;49.0;;925;2
2002;10;De Los Lagos;102;Chiloe;10204;10204;Curaco de Vélez;102043;Palqui;208;182;26;0;208;202;0;6;18;51;;113;;;103.0;2.0;105.0;72.0;5.0;;;160.0;0.0;0.0;;22.0;;666;3
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102051;Dalcahue;1899;1669;228;1372;527;1803;4;92;1156;163;;333;;;1399.0;8.0;1407.0;221.0;24.0;;;1468.0;16.0;0.0;;168.0;;6576;1
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102052;San Pedro;180;135;45;0;180;176;0;4;11;84;;40;;;55.0;1.0;56.0;73.0;6.0;;;68.0;12.0;0.0;;55.0;;474;2
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102053;Butalcura;191;147;44;0;191;185;0;6;10;65;;71;;;58.0;2.0;60.0;79.0;7.0;;;73.0;3.0;0.0;;70.0;;545;3
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102054;San Juan;392;328;64;0;392;387;0;5;39;126;;162;;;223.0;1.0;224.0;93.0;10.0;;;199.0;6.0;1.0;;121.0;;1139;4
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102055;Quetalco;385;310;75;0;385;382;0;3;19;114;;176;;;183.0;0.0;183.0;114.0;12.0;;;203.0;2.0;0.0;;104.0;;1056;5
2002;10;De Los Lagos;102;Chiloe;10205;10205;Dalcahue;102056;Tenaún;304;237;67;0;304;302;1;1;49;38;;149;;;183.0;4.0;187.0;45.0;4.0;;;205.0;0.0;0.0;;31.0;;903;6
2002;10;De Los Lagos;102;Chiloe;10206;10206;Puqueldón;102061;Puqueldón;368;315;53;0;368;357;0;11;160;59;;90;;;238.0;2.0;240.0;60.0;9.0;;;261.0;4.0;0.0;;44.0;;1149;1
2002;10;De Los Lagos;102;Chiloe;10206;10206;Puqueldón;102062;Aldachildo;460;400;60;0;460;445;1;14;66;85;;238;;;238.0;3.0;241.0;124.0;24.0;;;310.0;1.0;0.0;;78.0;;1484;2
2002;10;De Los Lagos;102;Chiloe;10206;10206;Puqueldón;102063;Ichuac;348;304;44;0;348;336;0;12;34;169;;101;;;144.0;1.0;145.0;135.0;24.0;;;237.0;2.0;0.0;;65.0;;1087;3
2002;10;De Los Lagos;102;Chiloe;10206;10206;Puqueldón;102064;Detif;109;105;4;0;109;107;0;2;1;34;;70;;;57.0;0.0;57.0;45.0;3.0;;;60.0;16.0;2.0;;27.0;;440;4
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102071;Queilén;698;624;74;586;112;667;4;27;516;48;;44;;;529.0;0.0;529.0;67.0;12.0;;;537.0;19.0;0.0;;52.0;;2268;1
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102072;Centinela;46;34;12;0;46;46;0;0;0;18;;16;;;12.0;0.0;12.0;20.0;2.0;;;0.0;6.0;0.0;;28.0;;124;2
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102073;Tranqui;112;92;20;0;112;104;0;8;0;32;;57;;;48.0;0.0;48.0;38.0;3.0;;;0.0;39.0;2.0;;48.0;;354;3
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102074;Detico;223;187;36;0;223;210;0;13;20;32;;135;;;106.0;1.0;107.0;73.0;7.0;;;111.0;6.0;0.0;;70.0;;680;4
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102075;Agoni;302;244;58;0;302;297;0;5;26;108;;108;;;105.0;2.0;107.0;128.0;7.0;;;159.0;3.0;0.0;;80.0;;915;5
2002;10;De Los Lagos;102;Chiloe;10207;10207;Queilén;102076;Paildad;273;242;31;0;273;265;0;8;1;78;;162;;;152.0;1.0;153.0;79.0;9.0;;;138.0;6.0;0.0;;97.0;;797;6
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102081;Quellón;3919;3831;86;3445;474;3501;24;394;3108;197;;438;;;3219.0;10.0;3229.0;454.0;60.0;;;3490.0;50.0;3.0;;200.0;;15087;1
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102082;Huildad;354;328;26;0;354;340;0;14;69;117;;142;;;204.0;3.0;207.0;102.0;19.0;;;237.0;12.0;1.0;;78.0;;1127;2
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102083;Chadmo;581;544;37;0;581;562;1;18;188;142;;211;;;339.0;8.0;347.0;166.0;28.0;;;366.0;38.0;0.0;;137.0;;2008;3
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102084;Catiao;356;329;27;0;356;336;1;19;32;80;;202;;;213.0;4.0;217.0;83.0;14.0;;;180.0;11.0;0.0;;123.0;;1355;4
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102085;Chaiguata;230;221;9;0;230;220;0;10;11;68;;131;;;95.0;0.0;95.0;102.0;13.0;;;100.0;17.0;0.0;;93.0;;773;5
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102086;Asassao;114;96;18;0;114;103;1;10;1;48;;46;;;22.0;0.0;22.0;62.0;11.0;;;1.0;33.0;0.0;;61.0;;315;6
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102088;Coldita;69;69;0;0;69;59;0;10;0;38;;30;;;15.0;0.0;15.0;45.0;8.0;;;3.0;16.0;0.0;;49.0;;216;8
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102089;Laitec;123;105;18;0;123;115;0;8;10;69;;26;;;34.0;0.0;34.0;64.0;7.0;;;7.0;53.0;0.0;;45.0;;460;9
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102090;Cailín;159;142;17;0;159;157;2;0;2;67;;73;;;41.0;0.0;41.0;84.0;17.0;;;0.0;57.0;0.0;;85.0;;482;10
2002;10;De Los Lagos;102;Chiloe;10208;10208;Quellón;102179;Rezagados;194;0;194;194;0;194;0;0;0;0;;0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;;0;99
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102091;Quemchi;671;584;86;489;182;642;5;24;409;83;;75;;;450.0;4.0;454.0;107.0;6.0;;;496.0;11.0;0.0;;60.0;;2124;1
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102092;Lliuco;418;375;43;0;418;406;0;12;157;186;;29;;;171.0;1.0;172.0;192.0;8.0;;;267.0;12.0;1.0;;92.0;;1293;2
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102093;Aucar;266;220;46;33;233;259;0;7;41;83;;94;;;124.0;0.0;124.0;88.0;6.0;;;120.0;22.0;0.0;;76.0;;712;3
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102094;Caucahué;164;155;9;0;164;158;2;4;2;101;;48;;;34.0;0.0;34.0;113.0;4.0;;;1.0;65.0;0.0;;85.0;;536;4
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102095;Colú;265;250;15;0;265;259;0;6;25;133;;90;;;90.0;0.0;90.0;145.0;13.0;;;73.0;7.0;0.0;;168.0;;981;5
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102096;Tenaún;224;203;20;0;224;216;0;8;61;55;;86;;;104.0;1.0;105.0;86.0;11.0;;;74.0;11.0;0.0;;117.0;;791;6
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102097;Mechuque;372;318;53;0;372;355;1;16;68;138;;102;;;153.0;0.0;153.0;139.0;16.0;;;20.0;130.0;1.0;;157.0;;1090;7
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102098;Butachauques;284;238;46;0;284;278;0;6;4;181;;51;;;13.0;2.0;15.0;156.0;65.0;;;0.0;106.0;0.0;;130.0;;836;8
2002;10;De Los Lagos;102;Chiloe;10209;10209;Quemchi;102099;Tac;84;81;3;0;84;82;0;2;72;6;;1;;;59.0;0.0;59.0;18.0;2.0;;;73.0;2.0;0.0;;4.0;;326;9
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102101;Achao;1061;974;87;901;160;1005;2;54;751;71;;129;;;839.0;2.0;841.0;96.0;14.0;;;875.0;7.0;0.0;;69.0;;3986;1
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102102;Llingua;138;108;30;0;138;133;0;5;25;47;;36;;;55.0;0.0;55.0;52.0;1.0;;;0.0;65.0;0.0;;43.0;;397;2
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102103;Linlín;173;158;15;0;173;166;0;7;5;85;;68;;;59.0;1.0;60.0;86.0;12.0;;;4.0;75.0;1.0;;78.0;;561;3
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102104;Meulín;196;184;12;0;196;185;0;11;15;127;;39;;;35.0;0.0;35.0;124.0;22.0;;;2.0;57.0;0.0;;122.0;;705;4
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102105;Quenac;159;133;26;0;159;152;1;6;22;57;;52;;;55.0;0.0;55.0;71.0;5.0;;;2.0;45.0;0.0;;84.0;;450;5
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102106;Caguache;133;119;14;0;133;126;0;7;2;78;;39;;;22.0;0.0;22.0;84.0;13.0;;;2.0;41.0;0.0;;76.0;;452;6
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102107;Apiao;200;183;17;0;200;191;0;9;19;134;;29;;;50.0;0.0;50.0;124.0;8.0;;;8.0;34.0;0.0;;140.0;;715;7
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102108;Chaulinec;175;170;5;0;175;174;0;1;4;92;;74;;;99.0;1.0;100.0;62.0;8.0;;;1.0;46.0;2.0;;121.0;;653;8
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102109;Alao;121;112;9;0;121;109;0;12;0;69;;41;;;7.0;0.0;7.0;86.0;17.0;;;3.0;18.0;0.0;;89.0;;462;9
2002;10;De Los Lagos;102;Chiloe;10210;10210;Quinchao;102110;Quinchao;206;196;10;0;206;199;1;6;12;99;;85;;;80.0;0.0;80.0;97.0;19.0;;;117.0;5.0;0.0;;74.0;;595;10
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103011;Amador Barrientos;3356;3233;123;3356;0;3029;144;183;3139;1;;23;;;3128.0;0.0;3128.0;13.0;22.0;;;3125.0;9.0;0.0;;29.0;;11914;1
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103012;Cementerio Municipal;2398;2351;47;2398;0;1659;587;152;2270;0;;3;;;2264.0;0.0;2264.0;4.0;5.0;;;2262.0;4.0;0.0;;7.0;;8369;2
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103013;Plaza;1049;928;104;1049;0;342;637;70;825;0;;2;;;823.0;0.0;823.0;3.0;1.0;;;822.0;2.0;0.0;;3.0;;2681;3
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103014;Municipalidad;2115;1967;148;2115;0;1416;592;107;1852;1;;11;;;1859.0;1.0;1860.0;3.0;1.0;;;1846.0;5.0;0.0;;13.0;;7016;4
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103015;Rahue;7926;7610;316;7682;244;7366;83;477;7284;109;;35;;;7227.0;9.0;7236.0;160.0;32.0;;;7271.0;43.0;0.0;;114.0;;27261;5
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103016;Ovejería;5262;4959;301;4946;316;4819;230;213;4663;164;;37;;;4665.0;5.0;4670.0;182.0;12.0;;;4774.0;19.0;0.0;;71.0;;18215;6
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103017;Las Quemas;356;326;30;6;350;341;0;15;104;204;;15;;;204.0;1.0;205.0;113.0;5.0;;;302.0;13.0;0.0;;8.0;;1101;7
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103018;Pilauco;1114;1087;27;1020;94;1084;0;30;967;85;;13;;;1032.0;2.0;1034.0;27.0;4.0;;;1049.0;6.0;0.0;;10.0;;4669;8
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103019;Misión de Cuinco;5863;5801;62;5827;36;5072;626;165;5717;23;;23;;;5717.0;0.0;5717.0;24.0;22.0;;;5700.0;28.0;0.0;;35.0;;21209;9
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103020;Forrahue;399;356;43;0;399;370;0;29;11;253;;85;;;140.0;1.0;141.0;195.0;13.0;;;244.0;6.0;0.0;;99.0;;1119;10
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103021;Chacayal;104;96;8;0;104;102;0;2;3;93;;0;;;86.0;1.0;87.0;9.0;0.0;;;82.0;9.0;0.0;;5.0;;369;11
2002;10;De Los Lagos;103;Osorno  ;10301;10301;Osorno;103022;Remehue;212;192;20;0;212;197;1;14;63;111;;12;;;156.0;0.0;156.0;27.0;3.0;;;156.0;15.0;0.0;;15.0;;697;12
