anyo;cut_region;region;cut_provincia;provincia;cut_comuna_anyocenso;cut_comuna;comuna;cut_distrito;distrito;censo_viviendas_totales;censo_viviendas_ocupadas;censo_viviendas_desocupadas;censo_viviendas_urbanas;censo_viviendas_rurales;censo_viviendas_tipo_casa;censo_viviendas_tipo_departamento;censo_viviendas_tipo_otros;censo_viviendas_agua_por_red_publica;censo_viviendas_agua_por_pozo_o_noria;censo_viviendas_agua_por_camion;censo_viviendas_agua_por_rio;censo_viviendas_agua_por_otro;censo_viviendas_agua_no_se_puede_determinar;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado;censo_viviendas_tratamiento_aguas_por_pozo_fosa_septica;censo_viviendas_tratamiento_aguas_por_red_publica_alcantarillado_o_fosa_septica;censo_viviendas_tratamiento_aguas_por_pozo_negro;censo_viviendas_tratamiento_aguas_por_otro;censo_viviendas_tratamiento_aguas_no_tiene;censo_viviendas_tratamiento_aguas_no_se_puede_determinar;censo_viviendas_electricidad_por_red_publica;censo_viviendas_electricidad_por_generador;censo_viviendas_electricidad_por_ernc;censo_viviendas_electricidad_por_otro;censo_viviendas_electricidad_no_tiene;censo_viviendas_electricidad_no_se_puede_determinar;censo_total_poblacion;num_distrito
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;570;11201;Aisén;112017;;269;218;51;192;77;216;0;53;106;33;;68;5.0;57.0;;;47.0;152.0;0.0;;;130.0;;;;82.0;57.0;906;7
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;571;11202;Cisnes;112021;;398;302;96;300;98;359;1;38;5;32;;239;2.0;120.0;;;46.0;212.0;0.0;;;179.0;;;;99.0;120.0;1381;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;571;11202;Cisnes;112022;;417;358;59;0;417;339;0;78;67;27;;228;0.0;95.0;;;16.0;263.0;0.0;;;36.0;;;;286.0;95.0;1780;2
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;571;11202;Cisnes;112023;;27;6;21;0;27;27;0;0;0;0;;6;0.0;21.0;;;0.0;5.0;0.0;;;1.0;;;;5.0;21.0;21;3
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;571;11202;Cisnes;112025;;49;35;14;0;49;47;0;2;0;17;;12;4.0;16.0;;;3.0;27.0;0.0;;;3.0;;;;30.0;16.0;111;5
1982;11;De Aisén del Gral. C. Ibáñez del Campo;112;Aisén  ;572;11203;Guaitecas;112031;;213;190;23;0;213;182;0;31;0;141;;20;26.0;26.0;;;5.0;149.0;0.0;;;129.0;;;;58.0;26.0;1107;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;575;11401;Chile Chico;114011;;784;678;106;602;182;682;2;100;481;23;;131;5.0;144.0;;;208.0;413.0;0.0;;;441.0;;;;199.0;144.0;2697;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;575;11401;Chile Chico;114012;;240;217;23;0;240;216;0;24;1;59;;111;25.0;44.0;;;3.0;186.0;0.0;;;84.0;;;;112.0;44.0;863;2
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;575;11401;Chile Chico;114013;;52;42;10;0;52;48;0;4;0;1;;30;7.0;14.0;;;0.0;35.0;0.0;;;0.0;;;;38.0;14.0;103;3
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;575;11401;Chile Chico;114014;;26;23;3;0;26;22;0;4;0;1;;17;0.0;8.0;;;0.0;17.0;0.0;;;0.0;;;;18.0;8.0;51;4
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114021;;429;363;66;0;429;400;0;29;206;16;;112;8.0;87.0;;;69.0;265.0;0.0;;;205.0;;;;137.0;87.0;1493;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114022;;62;48;14;0;62;39;0;23;0;7;;40;0.0;15.0;;;0.0;41.0;0.0;;;0.0;;;;47.0;15.0;166;2
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114023;;58;49;9;0;58;53;0;5;0;6;;42;0.0;10.0;;;0.0;42.0;0.0;;;0.0;;;;48.0;10.0;222;3
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114024;;50;40;10;0;50;47;0;3;0;7;;29;0.0;14.0;;;0.0;34.0;0.0;;;0.0;;;;36.0;14.0;116;4
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114025;;239;217;22;0;239;221;0;18;117;3;;88;0.0;31.0;;;139.0;55.0;0.0;;;180.0;;;;28.0;31.0;880;5
1982;11;De Aisén del Gral. C. Ibáñez del Campo;114;General Carrera;576;11402;Río Ibáñez;114026;;266;208;58;0;266;234;0;32;0;74;;120;2.0;70.0;;;7.0;182.0;0.0;;;10.0;;;;186.0;70.0;859;6
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;580;11301;Cochrane;113011;;500;411;89;399;101;422;3;75;323;14;;50;0.0;113.0;;;94.0;280.0;0.0;;;268.0;;;;119.0;113.0;1615;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;580;11301;Cochrane;113012;;83;59;24;0;83;71;0;12;0;1;;58;0.0;24.0;;;0.0;47.0;0.0;;;0.0;;;;59.0;24.0;197;2
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;580;11301;Cochrane;113013;;56;46;10;0;56;44;0;12;0;11;;32;0.0;13.0;;;1.0;32.0;0.0;;;1.0;;;;42.0;13.0;161;3
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;580;11301;Cochrane;113014;;24;13;11;0;24;19;0;5;0;1;;11;0.0;12.0;;;0.0;9.0;0.0;;;0.0;;;;12.0;12.0;36;4
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;580;11301;Cochrane;113015;;44;36;8;0;44;43;0;1;0;3;;33;0.0;8.0;;;0.0;34.0;0.0;;;0.0;;;;36.0;8.0;152;5
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;581;11302;O'Higgins;113021;;85;71;14;0;85;59;1;25;5;2;;51;2.0;25.0;;;9.0;44.0;0.0;;;9.0;;;;51.0;25.0;252;1
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;581;11302;O'Higgins;113022;;28;13;15;0;28;22;0;6;0;0;;12;0.0;16.0;;;0.0;11.0;0.0;;;2.0;;;;10.0;16.0;32;2
1982;11;De Aisén del Gral. C. Ibáñez del Campo;113;Capitan Prat;582;11303;Tortel;113031;;93;68;25;0;93;73;0;20;20;10;;29;0.0;34.0;;;8.0;24.0;0.0;;;7.0;;;;52.0;34.0;292;1
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;585;12401;Natales;124011;;4301;3915;386;4095;206;4134;25;142;3500;120;;57;83.0;541.0;;;2270.0;1054.0;0.0;;;3563.0;;;;197.0;541.0;15569;1
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;585;12401;Natales;124012;;75;66;9;0;75;58;0;17;13;14;;28;0.0;20.0;;;16.0;38.0;0.0;;;24.0;;;;31.0;20.0;256;2
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;585;12401;Natales;124013;;20;18;2;0;20;19;0;1;0;9;;5;4.0;2.0;;;5.0;7.0;0.0;;;10.0;;;;8.0;2.0;48;3
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;585;12401;Natales;124014;;73;61;12;0;73;66;0;7;3;15;;4;36.0;15.0;;;4.0;34.0;0.0;;;19.0;;;;39.0;15.0;288;4
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;585;12401;Natales;124015;;273;244;29;0;273;259;0;14;24;149;;35;12.0;53.0;;;26.0;173.0;0.0;;;76.0;;;;144.0;53.0;771;5
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;586;12402;Torres del Paine;124021;;151;110;41;0;151;135;0;16;0;43;;51;0.0;57.0;;;53.0;20.0;0.0;;;37.0;;;;57.0;57.0;361;1
1982;12;De Magallanes y de La Antártica Chilena;124;Ultima Esperanza;586;12402;Torres del Paine;124022;;42;28;14;0;42;29;0;13;0;0;;23;0.0;19.0;;;10.0;8.0;0.0;;;10.0;;;;13.0;19.0;90;2
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121011;;1496;1201;295;1496;0;1385;82;29;1157;17;;5;6.0;311.0;;;1062.0;95.0;0.0;;;1168.0;;;;17.0;311.0;5145;1
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121012;;2447;2369;78;2447;0;2245;38;164;2282;21;;1;12.0;131.0;;;1713.0;575.0;0.0;;;2271.0;;;;45.0;131.0;10131;2
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121013;;3397;3237;160;3397;0;3036;325;36;3204;4;;2;4.0;183.0;;;3033.0;114.0;0.0;;;3203.0;;;;11.0;183.0;13589;3
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121014;;4061;3907;154;4061;0;3744;121;196;3739;37;;14;35.0;236.0;;;3280.0;502.0;0.0;;;3772.0;;;;53.0;236.0;15998;4
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121015;;1528;1436;92;1528;0;1267;143;118;1296;5;;0;5.0;222.0;;;1238.0;26.0;0.0;;;1300.0;;;;6.0;222.0;7053;5
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121016;;1915;1870;45;1915;0;1788;5;122;1808;14;;5;24.0;64.0;;;991.0;854.0;0.0;;;1766.0;;;;85.0;64.0;10878;6
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121017;;3994;3868;126;3994;0;3773;74;147;3724;19;;20;33.0;198.0;;;3295.0;427.0;0.0;;;3744.0;;;;52.0;198.0;17027;7
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121018;;3483;3423;60;3483;0;3265;14;204;3284;21;;7;59.0;112.0;;;2405.0;899.0;0.0;;;3292.0;;;;79.0;112.0;15511;8
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121019;;387;341;46;0;387;362;0;25;69;77;;145;35.0;61.0;;;156.0;148.0;0.0;;;284.0;;;;42.0;61.0;2610;9
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121020;;379;337;42;0;379;344;0;35;96;102;;93;37.0;51.0;;;75.0;211.0;0.0;;;208.0;;;;120.0;51.0;2058;10
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121021;;34;20;14;0;34;19;0;15;0;4;;12;0.0;18.0;;;2.0;10.0;0.0;;;1.0;;;;15.0;18.0;55;11
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121022;;172;107;65;0;172;136;0;36;2;52;;37;8.0;73.0;;;12.0;64.0;0.0;;;26.0;;;;73.0;73.0;355;12
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121023;;36;11;25;0;36;33;0;3;0;7;;3;0.0;26.0;;;0.0;10.0;0.0;;;0.0;;;;10.0;26.0;22;13
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121024;;54;54;0;0;54;52;0;2;42;2;;5;3.0;2.0;;;46.0;6.0;0.0;;;45.0;;;;7.0;2.0;199;14
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;590;12101;Punta Arenas;121025;;2;2;0;0;2;2;0;0;0;0;;1;1.0;0.0;;;2.0;0.0;0.0;;;2.0;;;;0.0;0.0;5;15
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;591;12103;Río Verde;121031;;104;70;34;0;104;96;0;8;4;16;;42;0.0;42.0;;;38.0;20.0;0.0;;;33.0;;;;29.0;42.0;232;1
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;591;12103;Río Verde;121032;;110;76;34;0;110;94;0;16;1;15;;55;1.0;38.0;;;42.0;25.0;0.0;;;41.0;;;;31.0;38.0;197;2
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;592;12102;Laguna Blanca;121021;;204;155;49;0;204;160;2;42;3;37;;89;4.0;71.0;;;70.0;55.0;0.0;;;71.0;;;;62.0;71.0;459;1
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;593;12104;San Gregorio;121041;;340;274;66;0;340;274;0;66;75;39;;96;5.0;125.0;;;130.0;78.0;0.0;;;190.0;;;;25.0;125.0;1615;1
1982;12;De Magallanes y de La Antártica Chilena;121;Magallanes;593;12104;San Gregorio;121042;;125;78;47;0;125;113;0;12;5;45;;22;2.0;51.0;;;38.0;23.0;0.0;;;35.0;;;;39.0;51.0;220;2
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;595;12301;Porvenir;123011;;1339;1138;201;1162;177;1249;4;86;941;39;;59;34.0;266.0;;;571.0;450.0;0.0;;;975.0;;;;98.0;266.0;6723;1
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;595;12301;Porvenir;123012;;93;76;17;0;93;68;0;25;0;31;;31;0.0;31.0;;;29.0;27.0;0.0;;;11.0;;;;51.0;31.0;167;2
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;595;12301;Porvenir;123013;;179;123;56;0;179;135;0;44;0;50;;26;4.0;99.0;;;37.0;39.0;0.0;;;22.0;;;;58.0;99.0;329;3
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;596;12302;Primavera;123021;;455;400;55;0;455;362;0;93;212;50;;27;5.0;161.0;;;237.0;46.0;0.0;;;234.0;;;;60.0;161.0;1977;1
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;596;12302;Primavera;123022;;81;61;20;0;81;55;0;26;1;34;;2;1.0;43.0;;;24.0;11.0;0.0;;;21.0;;;;17.0;43.0;213;2
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;597;12303;Timaukel;123031;;124;97;27;0;124;92;0;32;22;13;;31;5.0;53.0;;;36.0;27.0;0.0;;;43.0;;;;28.0;53.0;403;1
1982;12;De Magallanes y de La Antártica Chilena;123;Tierra del Fuego;597;12303;Timaukel;123032;;4;1;3;0;4;4;0;0;0;0;;1;0.0;3.0;;;0.0;1.0;0.0;;;0.0;;;;1.0;3.0;3;2
1982;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;600;12201;Cabo de Hornos;122011;;328;247;81;252;76;292;6;30;179;5;;21;12.0;111.0;;;195.0;18.0;0.0;;;211.0;;;;6.0;111.0;1267;1
1982;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;600;12201;Cabo de Hornos;122012;;11;10;1;0;11;8;0;3;0;1;;1;3.0;6.0;;;3.0;1.0;0.0;;;4.0;;;;1.0;6.0;11;2
1982;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;600;12201;Cabo de Hornos;122013;;9;8;1;0;9;7;0;2;0;0;;5;0.0;4.0;;;5.0;0.0;0.0;;;5.0;;;;0.0;4.0;20;3
1982;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;601;12202;Antártica;122021;;1;1;0;0;1;0;0;1;0;0;;0;0.0;1.0;;;;;;;;0.0;;;;0.0;1.0;29;1
1982;12;De Magallanes y de La Antártica Chilena;122;Antártica Chilena;601;12202;Antártica;122022;;2;2;0;0;2;0;0;2;0;0;;0;0.0;2.0;;;;;;;;0.0;;;;0.0;2.0;30;2
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131011;;3882;3392;490;3882;0;169;3661;52;3125;0;;0;0.0;757.0;;;3066.0;34.0;0.0;;;3125.0;;;;0.0;757.0;8184;1
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131012;;3985;3588;397;3985;0;223;3615;147;3138;5;;0;2.0;840.0;;;3031.0;90.0;0.0;;;3144.0;;;;1.0;840.0;9771;2
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131013;;1874;1739;135;1874;0;248;1460;166;1574;0;;0;9.0;291.0;;;1521.0;37.0;0.0;;;1578.0;;;;5.0;291.0;4860;3
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131014;;3794;3542;252;3794;0;999;1757;1038;3308;0;;0;11.0;475.0;;;3068.0;128.0;0.0;;;3303.0;;;;16.0;475.0;11397;4
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131015;;2199;2087;112;2199;0;1534;356;309;1965;0;;0;7.0;227.0;;;1923.0;44.0;0.0;;;1960.0;;;;12.0;227.0;8128;5
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131016;;2708;2558;150;2708;0;1352;497;859;2431;0;;0;16.0;261.0;;;2321.0;65.0;0.0;;;2429.0;;;;18.0;261.0;10007;6
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131017;;1927;1847;80;1927;0;1587;164;176;1762;1;;0;28.0;136.0;;;1688.0;48.0;0.0;;;1778.0;;;;13.0;136.0;7179;7
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131018;;2735;2606;129;2735;0;1498;742;495;2517;5;;0;8.0;205.0;;;2379.0;94.0;0.0;;;2512.0;;;;18.0;205.0;9812;8
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131019;;2516;2417;99;2516;0;1845;288;383;2292;0;;0;4.0;220.0;;;2196.0;60.0;0.0;;;2286.0;;;;10.0;220.0;8678;9
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131020;;2743;2495;248;2743;0;513;2094;136;2378;0;;0;4.0;361.0;;;2274.0;52.0;0.0;;;2373.0;;;;9.0;361.0;7576;10
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131021;;4368;4063;305;4368;0;1399;2538;431;3810;0;;0;7.0;551.0;;;3553.0;109.0;0.0;;;3805.0;;;;12.0;551.0;13056;11
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131022;;2196;1997;199;2196;0;730;1031;435;1852;1;;0;22.0;321.0;;;1802.0;53.0;0.0;;;1869.0;;;;6.0;321.0;6005;12
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131023;;2797;2538;259;2797;0;840;1445;512;2347;0;;0;34.0;416.0;;;2229.0;57.0;0.0;;;2358.0;;;;23.0;416.0;7865;13
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131024;;1677;1634;43;1677;0;1268;288;121;1531;0;;0;0.0;146.0;;;1459.0;7.0;0.0;;;1530.0;;;;1.0;146.0;5847;14
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131025;;2987;2854;133;2987;0;1974;450;563;2726;0;;0;5.0;256.0;;;2607.0;37.0;0.0;;;2712.0;;;;19.0;256.0;10255;15
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131026;;1891;1813;78;1891;0;1793;57;41;1774;0;;0;7.0;110.0;;;1699.0;8.0;0.0;;;1779.0;;;;2.0;110.0;7297;16
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131027;;3083;2967;116;3083;0;2865;57;161;2878;0;;0;28.0;177.0;;;2773.0;37.0;0.0;;;2891.0;;;;15.0;177.0;13283;17
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131028;;1988;1890;98;1988;0;1496;250;242;1844;0;;0;15.0;129.0;;;1759.0;31.0;0.0;;;1856.0;;;;3.0;129.0;7986;18
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131029;;2773;2594;179;2773;0;1996;501;276;2531;0;;0;7.0;235.0;;;2452.0;23.0;0.0;;;2520.0;;;;18.0;235.0;10218;19
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131030;;2694;2616;78;2694;0;2336;72;286;2559;0;;0;12.0;123.0;;;2432.0;36.0;0.0;;;2528.0;;;;43.0;123.0;11493;20
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131031;;2114;2018;96;2114;0;1546;416;152;1959;0;;0;19.0;136.0;;;1871.0;16.0;0.0;;;1966.0;;;;12.0;136.0;7957;21
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131032;;328;313;15;328;0;229;50;49;306;0;;0;1.0;21.0;;;302.0;3.0;0.0;;;305.0;;;;2.0;21.0;3270;22
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131033;;698;680;18;698;0;583;83;32;654;19;;0;1.0;24.0;;;632.0;6.0;0.0;;;671.0;;;;3.0;24.0;2977;23
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131034;;2710;2617;93;2710;0;1879;588;243;2565;3;;0;6.0;136.0;;;2462.0;20.0;0.0;;;2563.0;;;;11.0;136.0;10388;24
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131035;;1640;1602;38;1640;0;1394;67;179;1569;0;;0;7.0;64.0;;;1511.0;9.0;0.0;;;1570.0;;;;6.0;64.0;6668;25
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131036;;1111;1057;54;1111;0;882;100;129;1005;0;;0;5.0;101.0;;;978.0;7.0;0.0;;;1004.0;;;;6.0;101.0;4304;26
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131037;;3050;2830;220;3050;0;1661;945;444;2660;0;;0;19.0;371.0;;;2523.0;32.0;0.0;;;2673.0;;;;6.0;371.0;11201;27
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131038;;1803;1690;113;1803;0;982;591;230;1592;0;;0;3.0;208.0;;;1465.0;15.0;0.0;;;1588.0;;;;7.0;208.0;6580;28
1982;13;Metropolitana de Santiago;131;Santiago  ;605;13101;Santiago;131039;;162;161;1;162;0;138;5;19;153;1;;0;0.0;8.0;;;151.0;2.0;0.0;;;153.0;;;;1.0;8.0;865;29
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131081;;4169;3982;187;4169;0;2652;1342;175;3905;0;;0;8.0;256.0;;;3758.0;31.0;0.0;;;3884.0;;;;29.0;256.0;16229;1
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131082;;4427;4343;84;4427;0;1969;2405;53;4272;2;;0;13.0;140.0;;;4187.0;20.0;0.0;;;4285.0;;;;2.0;140.0;18799;2
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131083;;4448;4367;81;4448;0;3589;65;794;4256;6;;0;58.0;128.0;;;3894.0;282.0;0.0;;;4266.0;;;;54.0;128.0;21178;3
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131084;;1337;1293;44;1337;0;1233;77;27;1263;1;;0;5.0;68.0;;;1228.0;13.0;0.0;;;1267.0;;;;2.0;68.0;5171;4
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131085;;2921;2850;71;2921;0;2471;308;142;2802;3;;0;5.0;111.0;;;2674.0;46.0;0.0;;;2790.0;;;;20.0;111.0;13102;5
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131086;;2360;2266;94;2360;0;2089;74;197;2212;0;;0;2.0;146.0;;;2086.0;36.0;0.0;;;2208.0;;;;6.0;146.0;8717;6
1982;13;Metropolitana de Santiago;131;Santiago  ;606;13108;Independencia;131087;;718;673;45;718;0;586;78;54;638;0;;0;7.0;73.0;;;616.0;28.0;0.0;;;628.0;;;;17.0;73.0;3528;7
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131041;;5175;5122;53;5175;0;4159;28;988;4981;48;;1;50.0;95.0;;;4193.0;711.0;0.0;;;4957.0;;;;123.0;95.0;23390;1
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131042;;3925;3873;52;3925;0;3476;300;149;3835;3;;0;2.0;85.0;;;3705.0;73.0;0.0;;;3829.0;;;;11.0;85.0;20094;2
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131043;;4328;4277;51;4328;0;3063;318;947;4195;27;;0;37.0;69.0;;;3479.0;617.0;0.0;;;4104.0;;;;155.0;69.0;22249;3
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131044;;3336;3312;24;3336;0;2648;116;572;3263;5;;0;24.0;44.0;;;2764.0;485.0;0.0;;;3248.0;;;;44.0;44.0;17241;4
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131045;;4293;4255;38;4293;0;3448;159;686;4198;5;;0;18.0;72.0;;;3607.0;481.0;0.0;;;4170.0;;;;51.0;72.0;22092;5
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131046;;5307;5138;169;5307;0;4216;406;685;5055;22;;0;33.0;197.0;;;4340.0;670.0;0.0;;;5039.0;;;;71.0;197.0;25066;6
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131047;;1829;1817;12;1829;0;1354;7;468;1809;0;;0;1.0;19.0;;;1511.0;250.0;0.0;;;1789.0;;;;21.0;19.0;9175;7
1982;13;Metropolitana de Santiago;131;Santiago  ;607;13104;Conchalí;131048;;3870;3832;38;3870;0;2414;869;587;3770;12;;0;11.0;77.0;;;3248.0;421.0;0.0;;;3770.0;;;;23.0;77.0;18577;8
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131071;;2612;2538;74;2392;220;2131;9;472;2305;137;;14;43.0;113.0;;;1918.0;485.0;0.0;;;2432.0;;;;67.0;113.0;11808;1
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131072;;3298;3291;7;3270;28;2103;4;1191;3201;19;;36;20.0;22.0;;;2164.0;1064.0;0.0;;;3210.0;;;;66.0;22.0;17017;2
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131073;;1727;1720;7;1707;20;1317;1;409;1682;3;;10;15.0;17.0;;;1424.0;246.0;0.0;;;1694.0;;;;16.0;17.0;9067;3
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131074;;2677;2668;9;2677;0;1362;6;1309;2632;9;;0;4.0;32.0;;;1472.0;1131.0;0.0;;;2610.0;;;;35.0;32.0;13168;4
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131075;;78;70;8;0;78;69;0;9;9;9;;22;29.0;9.0;;;7.0;56.0;0.0;;;60.0;;;;9.0;9.0;349;5
1982;13;Metropolitana de Santiago;131;Santiago  ;608;13107;Huechuraba;131076;;951;949;2;951;0;644;1;306;930;2;;0;6.0;13.0;;;670.0;237.0;0.0;;;933.0;;;;5.0;13.0;4904;6
1982;13;Metropolitana de Santiago;131;Santiago  ;609;13127;Recoleta;131271;;1827;1701;126;1827;0;1189;484;154;1648;0;;0;2.0;177.0;;;1604.0;18.0;0.0;;;1639.0;;;;11.0;177.0;6210;1
1982;13;Metropolitana de Santiago;131;Santiago  ;609;13127;Recoleta;131272;;2674;2555;119;2674;0;1541;715;418;2468;3;;0;25.0;178.0;;;2247.0;152.0;0.0;;;2473.0;;;;23.0;178.0;11321;2
