anyo;cut_comuna_anyocenso;cut_distrito;censo_total_poblacion
2002;10305;3;909
2002;10305;4;1330
2002;10305;5;1466
2002;10305;6;1985
2002;10306;1;3280
2002;10306;2;2666
2002;10306;3;323
2002;10306;4;1838
2002;10306;5;724
2002;10307;1;3508
2002;10307;2;530
2002;10307;3;1733
2002;10307;4;301
2002;10307;5;261
2002;10307;6;133
2002;10307;7;430
2002;10307;8;524
2002;10307;9;299
2002;10307;10;184
2002;10307;11;324
2002;10307;12;1935
2002;10401;1;4502
2002;10401;2;406
2002;10401;3;949
2002;10401;4;328
2002;10401;5;191
2002;10401;6;213
2002;10401;7;190
2002;10401;8;136
2002;10401;9;267
2002;10402;1;1609
2002;10402;2;106
2002;10402;3;111
2002;10403;1;1439
2002;10403;2;1670
2002;10403;3;1675
2002;10403;4;3088
2002;10403;5;318
2002;10403;6;83
2002;10404;1;1233
2002;10404;2;126
2002;10404;3;261
2002;10404;4;70
2002;10501;1;3554
2002;10501;2;5267
2002;10501;3;2548
2002;10501;4;9664
2002;10501;5;15327
2002;10501;6;20696
2002;10501;7;20461
2002;10501;8;36099
2002;10501;9;8274
2002;10501;10;8197
2002;10501;11;1324
2002;10501;12;580
2002;10501;13;555
2002;10501;14;523
2002;10501;15;158
2002;10501;16;669
2002;10501;17;3578
2002;10501;18;802
2002;10501;19;109
2002;10501;99;2174
2002;10502;1;3836
2002;10502;2;620
2002;10502;3;311
2002;10502;4;696
2002;10503;1;8063
2002;10503;2;862
2002;10503;3;2035
2002;10503;4;2147
2002;10503;5;387
2002;10503;6;1487
2002;10504;1;10193
2002;10504;2;1304
2002;10504;3;1557
2002;10504;4;542
2002;10504;5;1396
2002;10504;6;1080
2002;10504;7;2668
2002;10504;8;2610
2002;10504;9;16952
2002;10504;99;1145
2002;10505;1;3194
2002;10505;2;3361
2002;10505;3;2483
2002;10505;4;727
2002;10505;5;333
2002;10506;1;8353
2002;10506;2;915
2002;10506;3;3905
2002;10506;4;127
2002;10506;5;984
2002;10506;6;476
2002;10506;7;347
2002;10507;1;4551
2002;10507;2;885
2002;10507;3;617
2002;10507;4;1285
2002;10507;5;8026
2002;10507;6;816
2002;10507;7;1134
2002;10507;8;7
2002;10507;9;0
2002;10507;10;37
2002;10507;11;5
2002;10507;12;2634
2002;10507;99;171
2002;10508;1;4136
2002;10508;2;712
2002;10508;3;929
2002;10508;4;602
2002;10508;5;834
2002;10509;1;8767
2002;10509;2;254
2002;10509;3;1494
2002;10509;4;493
2002;10509;5;3302
2002;10509;6;1968
2002;10509;7;1945
2002;10510;1;332
2002;10510;2;1470
2002;10510;3;12327
2002;10510;4;2945
2002;10510;5;2129
2002;10510;99;34
2002;10511;1;13098
2002;10511;2;1992
2002;10511;3;3025
2002;10511;4;798
2002;10511;5;3946
2002;10511;6;3166
2002;10511;7;838
2002;10511;8;1958
2002;10511;9;293
2002;10511;10;461
2002;10511;11;3495
2002;10511;12;135
2002;10511;99;68
2002;10512;1;14540
2002;10512;2;1636
2002;10512;3;2899
2002;10512;4;22
2002;10512;5;109
2002;10512;6;3687
2002;10512;7;2700
2002;10512;8;1745
2002;10512;9;864
2002;10512;10;2533
2002;10512;11;1795
2002;10512;99;97
2002;11101;1;10263
2002;11101;2;540
2002;11101;3;695
2002;11101;4;206
2002;11101;5;979
2002;11101;6;122
2002;11101;7;1276
2002;11101;8;24
2002;11101;9;176
2002;11101;10;416
2002;11101;11;850
2002;11101;12;14408
2002;11101;13;19900
2002;11101;99;186
2002;11102;1;393
2002;11102;2;8
2002;11102;3;104
2002;11102;4;279
2002;11102;5;278
2002;11201;1;10138
2002;11201;2;1758
2002;11201;3;310
2002;11201;4;7253
2002;11201;5;97
2002;11201;6;1307
2002;11201;7;1442
2002;11201;99;48
2002;11202;1;2967
2002;11202;2;2107
2002;11202;3;37
2002;11202;5;628
2002;11203;1;1539
2002;11301;1;2498
2002;11301;2;152
2002;11301;3;102
2002;11301;4;17
2002;11301;5;72
2002;11301;6;11
2002;11301;7;15
2002;11302;1;0
2002;11302;2;41
2002;11302;3;7
2002;11302;4;415
2002;11303;1;507
2002;11401;1;3444
2002;11401;2;748
2002;11401;3;156
2002;11401;4;56
2002;11401;5;40
2002;11402;1;1346
2002;11402;2;40
2002;11402;3;111
2002;11402;4;44
2002;11402;5;128
2002;11402;6;392
2002;11402;7;414
2002;11402;8;2
2002;12101;1;10675
2002;12101;2;7329
2002;12101;3;14407
2002;12101;4;21821
2002;12101;5;3797
2002;12101;6;7621
2002;12101;7;15389
2002;12101;8;20881
2002;12101;9;3216
2002;12101;10;10752
2002;12101;11;33
2002;12101;12;219
2002;12101;13;15
2002;12101;14;301
2002;12101;15;5
2002;12101;99;3035
2002;12102;1;663
2002;12103;1;202
2002;12103;2;156
2002;12104;1;1014
2002;12104;2;144
2002;12201;1;2242
2002;12201;2;11
2002;12201;3;9
2002;12202;1;114
2002;12202;2;16
2002;12301;1;5078
2002;12301;2;93
2002;12301;3;294
2002;12302;1;948
2002;12302;2;68
2002;12303;1;420
2002;12303;2;3
2002;12401;1;16902
2002;12401;2;150
2002;12401;3;118
2002;12401;4;254
2002;12401;5;1692
2002;12402;1;449
2002;12402;2;290
2002;13101;1;6691
2002;13101;2;6168
2002;13101;3;5551
2002;13101;4;12498
2002;13101;5;7817
2002;13101;6;9128
2002;13101;7;6006
2002;13101;8;9357
2002;13101;9;8558
2002;13101;10;8697
2002;13101;11;14103
2002;13101;12;5654
2002;13101;13;6906
2002;13101;14;5877
2002;13101;15;7116
2002;13101;16;4117
2002;13101;17;9133
2002;13101;18;4710
2002;13101;19;7406
2002;13101;20;7260
2002;13101;21;5973
2002;13101;22;6852
2002;13101;23;2428
2002;13101;24;7951
2002;13101;25;4844
2002;13101;26;2487
2002;13101;27;8987
2002;13101;28;7432
2002;13101;29;851
2002;13101;99;234
2002;13102;1;7663
2002;13102;2;13255
2002;13102;3;31287
2002;13102;4;19342
2002;13102;99;359
2002;13103;1;23905
2002;13103;2;19359
2002;13103;3;11881
2002;13103;4;13050
2002;13103;5;11324
2002;13103;6;16432
2002;13103;7;21670
2002;13103;8;15448
2002;13103;9;15089
2002;13103;99;154
2002;13104;1;9366
2002;13104;2;16201
2002;13104;3;16894
2002;13104;4;14333
2002;13104;5;20482
2002;13104;6;8765
2002;13104;7;7488
2002;13104;8;15054
2002;13104;9;11072
2002;13104;10;12499
2002;13104;99;1102
2002;13105;1;18548
2002;13105;2;12339
2002;13105;3;5776
2002;13105;4;9656
2002;13105;5;19123
2002;13105;6;26197
2002;13105;7;23583
2002;13105;8;23130
2002;13105;9;17480
2002;13105;10;19665
2002;13105;99;97
2002;13106;1;3469
2002;13106;2;3120
2002;13106;3;8262
2002;13106;4;11100
2002;13106;5;6403
2002;13106;6;12488
2002;13106;7;14911
2002;13106;8;16205
2002;13106;9;6146
2002;13106;10;11727
2002;13106;11;7836
2002;13106;12;6682
2002;13106;13;11050
2002;13106;14;10553
2002;13106;99;442
2002;13107;1;25589
2002;13107;2;16770
2002;13107;3;9582
2002;13107;4;14560
2002;13107;5;1612
2002;13107;6;5550
2002;13107;99;407
2002;13108;1;12033
2002;13108;2;14007
2002;13108;3;15925
2002;13108;4;4414
2002;13108;5;9788
2002;13108;6;7374
2002;13108;7;1938
2002;13109;1;15245
2002;13109;2;14620
2002;13109;3;16535
2002;13109;4;14875
2002;13109;5;9036
2002;13109;6;14793
2002;13109;99;14
2002;13110;1;10474
2002;13110;2;16241
2002;13110;3;20278
2002;13110;4;8774
2002;13110;5;19742
2002;13110;6;26251
2002;13110;7;12478
2002;13110;8;13321
2002;13110;9;16769
2002;13110;10;19874
2002;13110;11;26449
2002;13110;12;14359
2002;13110;13;12526
2002;13110;14;24123
2002;13110;15;19920
2002;13110;16;19297
2002;13110;17;23519
2002;13110;18;13583
2002;13110;19;16194
2002;13110;20;17308
2002;13110;21;12566
2002;13110;99;1628
2002;13111;1;15357
2002;13111;2;17033
2002;13111;3;14001
2002;13111;4;11185
2002;13111;5;18588
2002;13111;6;13997
2002;13111;7;24991
2002;13111;8;15522
2002;13111;99;1846
2002;13112;1;5632
2002;13112;2;19317
2002;13112;3;27115
2002;13112;4;25117
2002;13112;5;36963
2002;13112;6;14387
2002;13112;7;22383
2002;13112;8;38288
2002;13112;99;883
2002;13113;1;12389
2002;13113;2;7718
2002;13113;3;13974
2002;13113;4;12136
2002;13113;5;15186
2002;13113;6;7884
2002;13113;7;27323
2002;13113;99;152
2002;13114;1;18212
2002;13114;2;9015
2002;13114;3;12334
2002;13114;4;14487
2002;13114;5;13189
2002;13114;6;7922
2002;13114;7;16061
2002;13114;8;18022
2002;13114;9;13841
2002;13114;10;18640
2002;13114;11;19925
2002;13114;12;19623
2002;13114;13;21486
2002;13114;14;17035
2002;13114;15;13237
2002;13114;16;16651
2002;13114;99;213
2002;13115;1;34514
2002;13115;2;16933
2002;13115;3;1933
2002;13115;4;21195
2002;13115;99;174
2002;13116;1;22872
2002;13116;2;13928
2002;13116;3;18639
2002;13116;4;17890
2002;13116;5;6743
2002;13116;6;12644
2002;13116;7;19725
2002;13116;99;359
2002;13117;1;13599
2002;13117;2;16340
2002;13117;3;19290
2002;13117;4;18777
2002;13117;5;17134
2002;13117;6;9312
2002;13117;7;9858
2002;13117;99;6
2002;13118;1;16008
2002;13118;2;25358
2002;13118;3;22462
2002;13118;4;16844
2002;13118;5;9936
2002;13118;6;21871
2002;13118;99;56
2002;13119;1;16911
2002;13119;2;43376
2002;13119;3;16156
2002;13119;4;647
2002;13119;5;17488
2002;13119;6;11446
2002;13119;7;58808
2002;13119;8;15622
2002;13119;9;8155
2002;13119;10;9305
2002;13119;11;11557
2002;13119;12;14118
2002;13119;13;3128
2002;13119;14;34578
2002;13119;15;1589
2002;13119;16;15451
2002;13119;17;22867
2002;13119;18;29644
2002;13119;19;34822
2002;13119;20;47339
2002;13119;21;19566
2002;13119;22;16247
2002;13119;23;19342
2002;13119;99;228
2002;13120;1;19385
2002;13120;2;20288
2002;13120;3;7843
2002;13120;4;17330
2002;13120;5;11237
2002;13120;6;18173
2002;13120;7;17627
2002;13120;8;10961
2002;13120;9;10488
2002;13120;10;16685
2002;13120;11;12706
2002;13120;99;788
2002;13121;1;15926
2002;13121;2;15938
2002;13121;3;14683
2002;13121;4;16212
2002;13121;5;14646
2002;13121;6;13381
2002;13121;7;14573
2002;13121;8;6762
2002;13121;99;2439
2002;13122;1;16061
2002;13122;2;21030
2002;13122;3;31649
2002;13122;4;17737
2002;13122;5;14607
2002;13122;6;20112
2002;13122;7;17710
2002;13122;8;17617
2002;13122;9;15067
2002;13122;10;16119
2002;13122;11;28351
2002;13123;1;15977
2002;13123;2;19896
2002;13123;3;22985
2002;13123;4;29934
2002;13123;5;8606
2002;13123;6;10505
2002;13123;7;7432
2002;13123;8;5518
2002;13123;99;21
2002;13124;1;13158
2002;13124;2;19792
2002;13124;3;11025
2002;13124;4;18130
2002;13124;5;13487
2002;13124;6;81920
2002;13124;7;3029
2002;13124;8;2171
2002;13124;9;19430
2002;13124;10;13384
2002;13124;99;127
2002;13125;1;23702
2002;13125;2;58370
2002;13125;3;624
2002;13125;4;42884
2002;13125;99;938
2002;13126;1;9349
2002;13126;2;15773
2002;13126;3;3351
2002;13126;4;6302
2002;13126;5;10676
2002;13126;6;16765
2002;13126;7;8559
2002;13126;8;17107
2002;13126;9;15377
2002;13126;99;753
2002;13127;1;3844
2002;13127;2;8599
2002;13127;3;3363
2002;13127;4;17064
2002;13127;5;13500
2002;13127;6;23681
2002;13127;7;12258
2002;13127;8;6380
2002;13127;9;11440
2002;13127;10;2659
2002;13127;11;18689
2002;13127;12;11423
2002;13127;13;12194
2002;13127;99;3126
2002;13128;1;11649
2002;13128;2;18725
2002;13128;3;9018
2002;13128;4;7549
2002;13128;5;9260
2002;13128;6;17528
2002;13128;7;17160
2002;13128;8;12194
2002;13128;9;17228
2002;13128;10;12557
2002;13128;99;650
2002;13129;1;12455
2002;13129;2;13526
2002;13129;3;15491
2002;13129;4;8541
2002;13129;5;15921
2002;13129;6;14379
2002;13129;7;17188
2002;13129;99;124
2002;13130;1;7114
2002;13130;2;12464
2002;13130;3;10392
2002;13130;4;13711
2002;13130;5;13532
2002;13130;6;10341
2002;13130;7;11318
2002;13131;1;14949
2002;13131;2;5230
2002;13131;3;11455
2002;13131;4;16460
2002;13131;5;20725
2002;13131;6;8682
2002;13131;7;16592
2002;13131;99;813
2002;13132;1;12877
2002;13132;2;23842
2002;13132;3;9710
2002;13132;4;24224
2002;13132;5;10846
2002;13201;1;20311
2002;13201;2;17625
2002;13201;3;32175
2002;13201;4;17698
2002;13201;5;99133
2002;13201;6;27347
2002;13201;7;36226
2002;13201;8;62416
2002;13201;9;17325
2002;13201;10;23390
2002;13201;11;15072
2002;13201;12;24927
2002;13201;13;16929
2002;13201;14;19036
2002;13201;15;11081
2002;13201;16;22893
2002;13201;17;28315
2002;13201;99;1016
2002;13202;1;4542
2002;13202;2;4782
2002;13202;3;7241
2002;13203;1;6140
2002;13203;2;770
2002;13203;3;2159
2002;13203;4;263
2002;13203;5;505
2002;13203;6;3539
2002;13301;1;37691
2002;13301;2;2704
2002;13301;3;8673
2002;13301;4;2184
2002;13301;5;2308
2002;13301;6;23847
2002;13301;99;408
2002;13302;1;16640
2002;13302;2;1800
2002;13302;3;16841
2002;13302;4;3428
2002;13302;5;1519
2002;13303;1;6049
2002;13303;2;6465
2002;13303;3;695
2002;13303;4;782
2002;13303;5;764
2002;13401;1;6300
2002;13401;2;10236
2002;13401;3;16637
2002;13401;4;18195
2002;13401;5;21177
2002;13401;6;48003
2002;13401;7;3517
2002;13401;8;33427
2002;13401;9;16597
2002;13401;10;20370
2002;13401;11;17351
2002;13401;12;5977
2002;13401;13;14185
2002;13401;14;11980
2002;13401;99;2810
2002;13402;1;27884
2002;13402;2;6612
2002;13402;3;6987
2002;13402;4;9425
2002;13402;5;8722
2002;13402;6;3726
2002;13402;99;63
2002;13403;1;3557
2002;13403;2;3194
2002;13403;3;1468
2002;13403;4;2790
2002;13403;5;7082
2002;13403;99;144
2002;13404;1;6673
2002;13404;2;4841
2002;13404;3;3669
2002;13404;4;2585
2002;13404;5;3162
2002;13404;6;16051
2002;13404;7;3008
2002;13404;8;6738
2002;13404;9;3248
2002;13404;99;53
2002;13501;1;20904
2002;13501;2;21610
2002;13501;3;4274
2002;13501;4;1472
2002;13501;5;739
2002;13501;6;1439
2002;13501;7;3004
2002;13501;8;1919
2002;13501;9;4355
2002;13501;10;2861
2002;13501;11;2659
2002;13501;12;5899
2002;13501;13;449
2002;13501;14;12220
2002;13501;15;3829
2002;13501;16;4522
2002;13501;17;2381
2002;13501;99;4
2002;13502;1;1976
2002;13502;2;590
2002;13502;3;1093
2002;13502;4;501
2002;13502;5;275
2002;13503;1;11506
2002;13503;2;1458
2002;13503;3;2570
2002;13503;4;767
2002;13503;5;232
2002;13503;6;4965
2002;13503;7;2427
2002;13503;8;373
2002;13504;1;3595
2002;13504;2;3805
2002;13504;3;1313
2002;13504;4;1287
2002;13504;5;343
2002;13505;1;2174
2002;13505;2;1121
2002;13505;3;609
2002;13505;4;1071
2002;13505;5;837
2002;13505;6;1737
2002;13601;1;22728
2002;13601;2;4482
2002;13601;3;7900
2002;13601;4;24695
2002;13602;1;21559
2002;13602;2;1324
2002;13602;3;3468
2002;13602;99;108
2002;13603;1;7859
2002;13603;2;15333
2002;13603;3;163
2002;13603;4;1150
2002;13603;5;1293
2002;13604;1;2765
2002;13604;2;2194
2002;13604;3;16600
2002;13604;4;16568
2002;13604;5;641
2002;13605;1;18173
2002;13605;2;22929
2002;13605;3;25257
2002;13605;99;260
2012;1101;1;3743
2012;1101;2;10783
2012;1101;3;14090
2012;1101;4;19790
2012;1101;5;20226
2012;1101;6;16995
2012;1101;7;10555
2012;1101;8;10993
2012;1101;9;1468
2012;1101;10;23128
2012;1101;11;53174
2012;1101;99;8
2012;1107;1;11366
2012;1107;2;42390
2012;1107;3;16406
2012;1107;4;22374
2012;1107;99;1919
2012;1401;1;8580
2012;1401;2;312
2012;1401;3;1508
2012;1401;5;272
2012;1401;7;12
2012;1401;99;835
2012;1402;1;1156
2012;1403;1;861
2012;1403;2;523
2012;1404;1;1124
2012;1404;2;379
2012;1404;3;321
2012;1404;4;372
2012;1404;6;55
2012;1404;7;82
2012;1404;8;19
2012;1404;99;8
2012;1405;1;4146
2012;1405;3;34
2012;1405;4;11
2012;1405;99;3
2012;2101;1;80536
2012;2101;2;20436
2012;2101;3;16974
2012;2101;4;19961
2012;2101;5;14097
2012;2101;6;7467
2012;2101;7;21116
2012;2101;8;13168
2012;2101;9;32840
2012;2101;10;7053
2012;2101;11;37
2012;2101;12;87
2012;2101;14;46296
2012;2101;15;18409
2012;2101;16;13902
2012;2101;17;16625
2012;2101;18;19652
2012;2101;99;13
2012;2102;1;9450
2012;2102;2;299
2012;2102;99;3
2012;2103;1;490
2012;2103;3;704
2012;2103;99;12
2012;2104;1;2631
2012;2104;2;3148
2012;2104;3;7263
2012;2104;4;434
2012;2104;8;11
2012;2104;99;6
2012;2201;1;14356
2012;2201;5;13963
2012;2201;6;5565
2012;2201;7;17811
2012;2201;8;10259
2012;2201;9;16222
2012;2201;10;5366
2012;2201;11;27424
2012;2201;12;20909
2012;2201;13;424
2012;2201;14;6142
2012;2201;15;246
2012;2201;99;35
2012;2202;1;304
2012;2202;2;28
2012;2203;1;4298
2012;2203;2;672
2012;2203;3;635
2012;2301;1;1687
2012;2301;2;3345
2012;2301;3;14303
2012;2301;5;186
2012;2301;6;5567
2012;2301;99;3
2012;2302;1;155
2012;2302;4;4408
2012;2302;5;17
2012;2302;99;13
2012;3101;1;804
2012;3101;2;1416
2012;3101;3;1742
2012;3101;4;1960
2012;3101;5;1768
2012;3101;6;32838
2012;3101;7;6949
2012;3101;8;3224
2012;3101;9;5423
2012;3101;10;82
2012;3101;11;9290
2012;3101;12;638
2012;3101;16;19665
2012;3101;17;1725
2012;3101;19;38
2012;3101;21;27691
2012;3101;22;157
2012;3101;23;22584
2012;3101;24;20164
2012;3101;99;103
2012;3102;1;15967
2012;3102;2;63
2012;3102;3;99
2012;3102;99;21
2012;3103;1;11062
2012;3103;2;13
2012;3103;3;403
2012;3103;4;510
2012;3103;5;1232
2012;3103;6;236
2012;3103;7;456
2012;3201;1;12920
2012;3201;2;1077
2012;3201;3;141
2012;3201;99;8
2012;3202;1;8274
2012;3202;2;7842
2012;3202;3;8
2012;3202;4;320
2012;3202;99;8
2012;3301;1;4030
2012;3301;2;6861
2012;3301;3;10785
2012;3301;4;8602
2012;3301;5;19057
2012;3301;6;51
2012;3301;7;8
2012;3301;8;1047
2012;3301;9;209
2012;3301;10;27
2012;3301;11;21
2012;3301;12;1053
2012;3301;13;203
2012;3301;15;109
2012;3301;99;36
2012;3302;1;753
2012;3302;2;633
2012;3302;3;1406
2012;3302;4;611
2012;3302;5;495
2012;3302;6;90
2012;3302;7;718
2012;3302;8;120
2012;3302;9;266
2012;3302;10;304
2012;3302;11;57
2012;3302;99;35
2012;3303;1;10
2012;3303;2;6106
2012;3303;3;88
2012;3303;4;327
2012;3304;1;8638
2012;3304;2;377
2012;4101;1;1688
2012;4101;2;17001
2012;4101;3;6050
2012;4101;4;11606
2012;4101;5;37435
2012;4101;6;18133
2012;4101;7;1732
2012;4101;8;2397
2012;4101;9;2706
2012;4101;10;2302
2012;4101;11;92
2012;4101;12;83
2012;4101;13;1905
2012;4101;14;21400
2012;4101;15;15556
2012;4101;16;50151
2012;4101;17;21011
2012;4101;99;27
2012;4102;1;9169
2012;4102;2;20087
2012;4102;3;9951
2012;4102;4;4213
2012;4102;5;23151
2012;4102;6;23117
2012;4102;7;2540
2012;4102;8;4980
2012;4102;9;27490
2012;4102;10;903
2012;4102;11;1296
2012;4102;12;459
2012;4102;13;60
2012;4102;14;247
2012;4102;15;5051
2012;4102;16;1446
2012;4102;17;30617
2012;4102;18;37659
2012;4102;99;5
2012;4103;1;10737
2012;4103;2;9
2012;4103;3;348
2012;4103;4;172
2012;4104;1;1245
2012;4104;2;818
2012;4104;3;81
2012;4104;4;292
2012;4104;5;543
2012;4104;6;12
2012;4104;7;417
2012;4104;8;295
2012;4104;9;457
2012;4104;99;171
2012;4105;1;1115
2012;4105;2;294
2012;4105;3;37
2012;4105;4;172
2012;4105;5;653
2012;4105;6;893
2012;4105;7;1011
2012;4105;8;68
2012;4105;99;13
2012;4106;1;6127
2012;4106;2;6863
2012;4106;3;3106
2012;4106;4;797
2012;4106;5;2558
2012;4106;6;1560
2012;4106;7;369
2012;4106;8;969
2012;4106;9;229
2012;4106;10;1598
2012;4106;11;425
2012;4106;12;1210
2012;4106;13;426
2012;4106;15;131
2012;4106;99;9
2012;4201;1;6845
2012;4201;2;9952
2012;4201;3;101
2012;4201;4;181
2012;4201;5;318
2012;4201;6;2013
2012;4201;7;1718
2012;4201;8;2107
2012;4201;9;6182
2012;4201;10;287
2012;4201;11;153
2012;4201;12;695
2012;4201;99;46
2012;4202;1;294
2012;4202;2;96
2012;4202;3;779
2012;4202;4;842
2012;4202;5;219
2012;4202;6;135
2012;4202;7;763
2012;4202;8;208
2012;4202;9;461
2012;4202;10;752
2012;4202;11;1211
2012;4202;12;2713
2012;4202;13;457
2012;4202;14;227
2012;4202;99;25
2012;4203;1;12532
2012;4203;2;51
2012;4203;3;945
2012;4203;4;362
2012;4203;5;701
2012;4203;6;769
2012;4203;7;3106
2012;4203;8;12
2012;4203;99;5
2012;4204;1;11798
2012;4204;2;884
2012;4204;3;280
2012;4204;4;888
2012;4204;5;307
2012;4204;6;449
2012;4204;7;424
2012;4204;8;358
2012;4204;9;1326
2012;4204;10;1666
2012;4204;11;1176
2012;4204;12;570
2012;4204;13;634
2012;4204;14;2155
2012;4204;15;1009
2012;4204;16;576
2012;4204;17;1131
2012;4204;99;40
2012;4301;1;31220
2012;4301;2;11970
2012;4301;3;18450
2012;4301;4;6204
2012;4301;5;2004
2012;4301;6;1042
2012;4301;7;13733
2012;4301;8;745
2012;4301;9;572
2012;4301;10;132
2012;4301;11;47
2012;4301;12;139
2012;4301;13;257
2012;4301;14;1850
2012;4301;15;740
2012;4301;16;4100
2012;4301;17;585
2012;4301;18;569
2012;4301;19;864
2012;4301;20;303
2012;4301;21;2706
2012;4301;22;748
2012;4301;23;322
2012;4301;24;33
2012;4301;26;2177
2012;4301;27;1363
2012;4301;28;369
2012;4301;29;338
2012;4301;30;457
2012;4301;31;328
2012;4301;32;185
2012;4301;33;606
2012;4301;99;94
2012;4302;1;2348
2012;4302;2;4360
2012;4302;3;220
2012;4302;4;1062
2012;4302;5;500
2012;4302;6;606
2012;4302;7;1899
2012;4302;8;351
2012;4302;9;221
2012;4302;10;335
2012;4302;11;749
2012;4302;12;703
2012;4302;13;109
2012;4302;14;294
2012;4302;15;39
2012;4302;99;22
2012;4303;1;6296
2012;4303;2;1101
2012;4303;3;78
2012;4303;4;1061
2012;4303;5;1146
2012;4303;6;621
2012;4303;7;345
2012;4303;8;717
2012;4303;9;476
2012;4303;10;1559
2012;4303;11;1296
2012;4303;12;513
2012;4303;13;276
2012;4303;14;762
2012;4303;15;498
2012;4303;16;106
2012;4303;17;7121
2012;4303;18;1150
2012;4303;19;1005
2012;4303;20;129
2012;4303;21;3386
2012;4303;22;437
2012;4303;99;58
2012;4304;1;8082
2012;4304;2;129
2012;4304;3;102
2012;4304;4;1210
2012;4304;5;479
2012;4304;6;374
2012;4304;11;38
2012;4304;99;4
2012;4305;1;280
2012;4305;2;21
2012;4305;3;621
2012;4305;4;1040
2012;4305;5;450
2012;4305;6;729
2012;4305;7;266
2012;4305;8;216
2012;4305;9;395
2012;4305;10;131
2012;5101;1;21043
2012;5101;2;5554
2012;5101;3;18198
2012;5101;4;214
2012;5101;5;16783
2012;5101;6;5794
2012;5101;7;871
2012;5101;8;12293
2012;5101;9;9672
2012;5101;10;13999
2012;5101;11;2000
2012;5101;12;3506
2012;5101;13;3993
2012;5101;14;7884
2012;5101;15;4480
2012;5101;16;14346
2012;5101;17;12985
2012;5101;18;8565
2012;5101;19;21223
2012;5101;20;18544
2012;5101;21;28630
2012;5101;22;2847
2012;5101;23;18247
2012;5101;25;23764
2012;5101;26;19398
2012;5101;99;15
2012;5102;1;17314
2012;5102;2;665
2012;5102;3;1384
2012;5102;4;170
2012;5102;5;744
2012;5102;6;190
2012;5102;7;49
2012;5102;8;506
2012;5102;9;228
2012;5102;10;817
2012;5102;11;742
2012;5102;12;1521
2012;5102;13;835
2012;5103;1;36080
2012;5103;2;1685
2012;5104;1;792
2012;5105;1;2640
2012;5105;2;1557
2012;5105;3;98
2012;5105;4;2771
2012;5105;5;507
2012;5105;6;39
2012;5105;7;146
2012;5105;8;8605
2012;5105;99;8
2012;5107;1;23873
2012;5107;2;1221
2012;5107;3;2957
2012;5107;99;15
2012;5109;1;5680
2012;5109;2;6710
2012;5109;3;7558
2012;5109;4;21206
2012;5109;5;26267
2012;5109;6;13680
2012;5109;7;27076
2012;5109;8;7111
2012;5109;9;4815
2012;5109;10;11896
2012;5109;11;16878
2012;5109;12;8964
2012;5109;13;11511
2012;5109;14;18220
2012;5109;15;20308
2012;5109;16;25463
2012;5109;17;48926
2012;5109;18;16516
2012;5109;19;9776
2012;5109;20;11832
2012;5109;21;11006
2012;5201;1;5689
2012;5201;2;60
2012;5201;99;12
2012;5301;1;11793
2012;5301;2;10629
2012;5301;3;13272
2012;5301;4;2320
2012;5301;5;933
2012;5301;6;24069
2012;5301;99;39
2012;5302;1;2492
2012;5302;2;3942
2012;5302;3;1839
2012;5302;4;3457
2012;5302;5;1692
2012;5303;1;1827
2012;5303;2;2644
2012;5303;3;356
2012;5303;4;4549
2012;5303;99;61
2012;5304;1;3104
2012;5304;2;2158
2012;5304;3;371
2012;5304;4;253
2012;5304;5;185
2012;5304;6;837
2012;5304;7;1749
2012;5304;8;4101
2012;5304;9;4600
2012;5304;99;13
2012;5401;1;4945
2012;5401;2;14640
2012;5401;3;508
2012;5401;4;1297
2012;5401;5;2175
2012;5401;6;1294
2012;5401;7;1351
2012;5401;8;1019
2012;5401;9;527
2012;5401;10;105
2012;5401;11;565
2012;5401;12;1629
2012;5401;13;3590
2012;5401;99;22
2012;5402;1;1328
2012;5402;2;70
2012;5402;3;378
2012;5402;4;177
2012;5402;5;12074
2012;5402;6;667
2012;5402;7;1187
2012;5402;8;460
2012;5402;9;1523
2012;5402;10;1153
2012;5402;11;251
2012;5402;12;111
2012;5402;13;42
2012;5402;14;180
2012;5402;99;29
2012;5403;1;3293
2012;5403;2;1787
2012;5403;99;6
2012;5404;1;131
2012;5404;2;771
2012;5404;3;401
2012;5404;4;1827
2012;5404;5;1751
2012;5404;6;2035
2012;5404;7;699
2012;5404;8;1380
2012;5404;9;1049
2012;5404;99;30
2012;5405;1;1802
2012;5405;2;1641
2012;5405;3;306
2012;5405;4;2667
2012;5405;5;290
2012;5405;99;20
2012;5501;1;2490
2012;5501;2;28852
2012;5501;3;6713
2012;5501;4;6683
2012;5501;5;11666
2012;5501;6;4664
2012;5501;7;4761
2012;5501;8;11609
2012;5501;9;683
2012;5501;10;969
2012;5501;11;2416
2012;5501;12;5834
2012;5501;13;464
2012;5501;99;20
2012;5502;1;11049
2012;5502;2;5299
2012;5502;3;11477
2012;5502;4;935
2012;5502;5;21455
2012;5502;99;6
2012;5503;1;3040
2012;5503;2;3947
2012;5503;3;2797
2012;5503;4;2052
2012;5503;5;4530
2012;5503;99;20
2012;5504;1;2417
2012;5504;2;306
2012;5504;3;5299
2012;5504;4;2521
2012;5504;5;6786
2012;5504;99;17
2012;5506;1;3411
2012;5506;2;6157
2012;5506;3;11392
