anyo;cut_comuna_anyocenso;cut_distrito;censo_total_poblacion
1992;275;5;2384
1992;275;6;1145
1992;275;7;1391
1992;275;8;960
1992;275;9;587
1992;275;10;151
1992;275;11;504
1992;275;12;1588
1992;275;13;2986
1992;276;1;136
1992;276;2;593
1992;276;3;489
1992;276;4;1732
1992;276;5;1439
1992;276;6;2056
1992;276;7;663
1992;276;8;1191
1992;276;9;974
1992;277;1;960
1992;277;2;122
1992;277;3;455
1992;277;4;121
1992;277;5;11283
1992;277;6;572
1992;277;7;742
1992;277;8;296
1992;277;9;1160
1992;277;10;922
1992;277;11;301
1992;277;12;114
1992;277;13;354
1992;277;14;118
1992;278;1;1423
1992;278;2;1239
1992;278;3;252
1992;278;4;1408
1992;278;5;232
1992;279;1;2546
1992;279;2;1350
1992;285;1;10274
1992;285;2;4738
1992;285;3;11911
1992;285;4;1815
1992;285;5;2986
1992;285;6;18023
1992;286;1;2464
1992;286;2;1881
1992;286;3;302
1992;286;4;378
1992;286;5;280
1992;286;6;995
1992;286;7;1304
1992;286;8;2523
1992;286;9;2026
1992;287;1;2424
1992;287;2;2463
1992;287;3;1608
1992;287;4;1756
1992;287;5;1609
1992;288;1;1308
1992;288;2;887
1992;288;3;553
1992;288;4;3017
1992;290;1;7849
1992;290;2;15519
1992;290;3;19117
1992;290;4;976
1992;290;5;2579
1992;290;6;2574
1992;290;7;2202
1992;290;8;1516
1992;290;9;407
1992;290;10;1852
1992;291;1;5621
1992;291;2;1573
1992;291;3;808
1992;291;4;1850
1992;291;5;44
1992;291;6;703
1992;291;7;2207
1992;292;1;4230
1992;292;2;1692
1992;292;3;1101
1992;292;4;1549
1992;292;5;2609
1992;292;6;394
1992;293;1;695
1992;293;2;835
1992;293;3;3493
1992;293;4;877
1992;294;1;11968
1992;294;2;4401
1992;294;3;3141
1992;294;4;766
1992;295;1;6057
1992;295;2;1705
1992;295;3;846
1992;295;4;773
1992;295;5;1399
1992;295;6;515
1992;300;1;4227
1992;300;2;19639
1992;300;3;7638
1992;300;4;4677
1992;300;5;9934
1992;300;6;4442
1992;300;7;4425
1992;300;8;1876
1992;300;9;307
1992;300;10;778
1992;300;11;2182
1992;300;12;6863
1992;300;99;19
1992;301;1;1718
1992;301;2;399
1992;301;3;2976
1992;301;4;2649
1992;301;5;3029
1992;302;1;28205
1992;302;2;7317
1992;302;3;9461
1992;302;4;793
1992;303;1;3400
1992;303;2;4595
1992;303;3;9820
1992;303;4;70
1992;303;5;784
1992;304;1;2255
1992;304;2;3038
1992;304;3;2546
1992;304;4;2089
1992;304;5;4010
1992;305;1;13366
1992;305;2;2734
1992;305;3;789
1992;305;4;4466
1992;305;5;6499
1992;305;6;2336
1992;305;7;3774
1992;305;8;998
1992;306;1;3461
1992;306;2;5930
1992;306;3;1527
1992;306;4;411
1992;306;5;1274
1992;310;1;23774
1992;310;2;9036
1992;310;3;22043
1992;310;4;847
1992;310;5;18932
1992;310;6;8931
1992;310;7;1458
1992;310;8;14214
1992;310;9;7065
1992;310;10;14660
1992;310;11;2805
1992;310;12;6976
1992;310;13;5794
1992;310;14;8609
1992;310;15;5723
1992;310;16;15296
1992;310;17;16060
1992;310;18;10821
1992;310;19;35803
1992;310;20;27564
1992;310;21;6932
1992;310;22;639
1992;310;23;18578
1992;310;99;280
1992;311;1;5978
1992;311;2;7063
1992;311;3;8804
1992;311;4;49225
1992;311;5;18739
1992;311;6;106195
1992;311;7;47212
1992;311;8;7339
1992;311;9;3623
1992;311;10;21754
1992;311;11;28129
1992;311;99;142
1992;312;1;16179
1992;312;2;476
1992;312;3;1141
1992;313;1;1545
1992;313;2;1297
1992;313;3;180
1992;313;4;1187
1992;313;5;469
1992;313;6;43
1992;313;7;174
1992;313;8;5766
1992;314;1;16513
1992;314;2;41036
1992;314;3;526
1992;314;4;424
1992;314;5;285
1992;314;6;322
1992;314;7;71
1992;314;8;44830
1992;314;99;196
1992;315;1;2796
1992;315;2;15020
1992;315;3;7323
1992;315;4;17586
1992;315;5;28077
1992;315;6;670
1992;315;7;65
1992;315;99;135
1992;316;1;9831
1992;316;2;637
1992;316;3;1063
1992;316;4;243
1992;316;5;708
1992;316;6;269
1992;316;7;70
1992;316;8;541
1992;316;9;181
1992;316;10;664
1992;316;11;611
1992;316;12;1136
1992;316;13;636
1992;317;1;488
1992;320;1;43821
1992;320;2;556
1992;320;3;1746
1992;320;4;32035
1992;321;1;11276
1992;321;2;391
1992;321;3;239
1992;322;1;4513
1992;323;1;6097
1992;324;1;4244
1992;324;2;1661
1992;324;3;63
1992;325;1;3946
1992;325;2;1000
1992;325;3;1272
1992;330;1;2686
1992;330;2;78
1992;330;3;0
1992;335;1;4395
1992;335;2;3772
1992;335;3;2649
1992;335;4;6919
1992;335;5;14769
1992;335;6;24193
1992;335;7;33205
1992;335;8;37970
1992;335;9;21146
1992;335;10;5010
1992;335;11;7634
1992;335;12;2602
1992;335;13;2025
1992;335;14;2105
1992;335;15;18930
1992;336;1;16532
1992;336;2;2246
1992;336;3;3675
1992;337;1;450
1992;337;2;11998
1992;337;3;1469
1992;337;4;4221
1992;338;1;5732
1992;338;2;3868
1992;339;1;1049
1992;339;2;7190
1992;339;3;10398
1992;339;4;5
1992;339;5;1409
1992;339;6;94
1992;339;7;558
1992;339;8;2826
1992;339;9;623
1992;340;1;6681
1992;340;2;3327
1992;340;3;1324
1992;341;1;12036
1992;341;2;1821
1992;341;3;3948
1992;341;4;300
1992;341;5;1327
1992;342;1;2404
1992;342;2;6570
1992;342;3;510
1992;342;4;18604
1992;342;5;1068
1992;342;6;1935
1992;342;7;1671
1992;342;8;6565
1992;342;9;4290
1992;343;1;351
1992;343;2;5135
1992;343;3;3256
1992;343;4;1759
1992;343;5;707
1992;343;6;471
1992;343;7;573
1992;344;1;6996
1992;344;2;2158
1992;344;3;702
1992;344;4;926
1992;345;1;13012
1992;345;2;1989
1992;345;3;4417
1992;345;4;2141
1992;345;5;1433
1992;345;6;1646
1992;345;7;1807
1992;345;8;1954
1992;345;9;1263
1992;345;10;2086
1992;345;11;1322
1992;345;12;2097
1992;346;1;5192
1992;346;2;2168
1992;346;3;2065
1992;346;4;2980
1992;346;5;3725
1992;346;6;464
1992;347;1;4725
1992;347;2;2419
1992;347;3;2990
1992;347;4;2709
1992;348;1;2216
1992;348;2;1119
1992;348;3;1788
1992;348;4;1720
1992;348;5;2535
1992;348;6;2507
1992;348;7;3320
1992;349;1;2056
1992;349;2;1720
1992;349;3;1245
1992;349;4;802
1992;350;1;5771
1992;350;2;1679
1992;350;3;2892
1992;350;4;4236
1992;351;1;6522
1992;351;2;1907
1992;351;3;4470
1992;351;4;2652
1992;351;5;1358
1992;351;6;417
1992;351;7;412
1992;355;1;17611
1992;355;2;3665
1992;355;3;2111
1992;355;4;2424
1992;355;5;866
1992;355;6;837
1992;355;7;93
1992;355;8;1234
1992;355;9;1213
1992;355;10;463
1992;355;11;11171
1992;355;12;10070
1992;355;13;4610
1992;356;1;6392
1992;356;2;2929
1992;356;3;3169
1992;356;4;4690
1992;356;5;3167
1992;356;6;5112
1992;356;7;893
1992;356;8;2559
1992;356;9;1754
1992;357;1;2840
1992;357;2;658
1992;357;3;2464
1992;357;4;1837
1992;358;1;6957
1992;358;2;599
1992;358;3;1069
1992;358;4;2311
1992;358;5;3072
1992;358;6;406
1992;359;1;6934
1992;359;2;3395
1992;359;3;3036
1992;359;4;736
1992;360;1;7551
1992;360;2;9304
1992;360;3;1153
1992;360;4;1490
1992;360;5;1306
1992;360;6;1748
1992;360;7;1874
1992;360;8;2526
1992;360;9;1531
1992;360;10;775
1992;361;1;2858
1992;361;2;1406
1992;361;3;605
1992;361;4;1075
1992;362;1;1614
1992;362;2;604
1992;362;3;720
1992;362;4;487
1992;362;5;348
1992;363;1;2496
1992;363;2;3398
1992;363;3;4970
1992;364;1;4893
1992;364;2;2160
1992;364;3;1406
1992;364;4;685
1992;370;1;8326
1992;370;2;557
1992;370;3;826
1992;370;4;140
1992;370;5;15
1992;370;6;632
1992;370;99;14
1992;371;1;1184
1992;371;2;801
1992;371;3;1684
1992;371;4;1166
1992;371;5;588
1992;372;1;1865
1992;372;2;480
1992;372;3;744
1992;372;4;649
1992;372;5;51
1992;372;6;587
1992;372;7;1090
1992;373;1;1413
1992;373;2;652
1992;373;3;312
1992;373;4;402
1992;374;1;3696
1992;374;2;2187
1992;374;3;326
1992;375;1;2024
1992;375;2;1513
1992;375;3;319
1992;375;4;1103
1992;375;5;1663
1992;380;1;5442
1992;380;2;10089
1992;380;3;15433
1992;380;4;8793
1992;380;5;25889
1992;380;6;3088
1992;380;7;11632
1992;380;8;2254
1992;380;9;3915
1992;380;10;2734
1992;380;11;4527
1992;380;12;5822
1992;380;13;2971
1992;380;14;637
1992;380;15;887
1992;381;1;6432
1992;381;2;3276
1992;381;3;2755
1992;381;4;3118
1992;381;5;8010
1992;381;6;499
1992;382;1;6467
1992;382;2;2931
1992;382;3;1304
1992;382;4;488
1992;382;5;300
1992;383;1;3836
1992;383;2;9696
1992;383;3;1568
1992;383;4;9683
1992;383;5;4149
1992;383;6;3588
1992;383;7;1827
1992;383;8;669
1992;383;9;336
1992;383;10;311
1992;383;99;11
1992;384;1;2942
1992;384;2;1102
1992;384;3;3147
1992;384;4;2559
1992;384;5;667
1992;384;6;197
1992;384;7;2292
1992;384;8;529
1992;384;9;3459
1992;385;1;5531
1992;385;2;831
1992;385;3;1133
1992;385;4;1803
1992;386;1;3540
1992;386;2;1437
1992;386;3;1368
1992;387;1;1786
1992;387;2;1853
1992;387;3;890
1992;387;4;402
1992;388;1;5017
1992;388;2;962
1992;388;3;1417
1992;388;4;426
1992;390;1;5406
1992;390;2;7639
1992;390;3;7907
1992;390;4;15095
1992;390;5;7210
1992;390;6;22946
1992;390;7;31312
1992;390;8;27493
1992;390;9;800
1992;390;10;2532
1992;390;11;19246
1992;390;12;23917
1992;391;1;3264
1992;391;2;3642
1992;391;3;5544
1992;391;4;1744
1992;392;1;4889
1992;392;2;2284
1992;392;3;1703
1992;392;4;1164
1992;392;5;2998
1992;393;1;11777
1992;393;2;3097
1992;393;3;2008
1992;393;4;1287
1992;393;5;1387
1992;393;6;912
1992;393;7;1541
1992;393;8;1918
1992;393;9;267
1992;393;10;2134
1992;393;11;2492
1992;393;12;2695
1992;393;13;4899
1992;394;1;2701
1992;394;2;658
1992;394;3;504
1992;394;4;2546
1992;394;5;1196
1992;394;6;2367
1992;394;7;1585
1992;394;8;2212
1992;395;1;2556
1992;395;2;860
1992;395;3;450
1992;395;4;551
1992;395;5;137
1992;396;1;2055
1992;396;2;1123
1992;396;3;912
1992;396;4;1005
1992;396;5;1091
1992;396;6;974
1992;396;7;694
1992;397;1;8025
1992;397;2;14107
1992;397;3;8589
1992;397;4;3029
1992;397;5;1411
1992;397;6;3608
1992;397;7;1571
1992;398;1;3553
1992;398;2;1295
1992;398;3;785
1992;398;4;1094
1992;398;5;347
1992;398;6;665
1992;398;7;632
1992;398;8;589
1992;398;9;1151
1992;398;10;1315
1992;398;11;859
1992;400;1;7541
1992;400;2;10486
1992;400;3;11113
1992;400;4;13593
1992;400;5;4270
1992;400;6;9817
1992;400;7;10969
1992;400;8;7696
1992;400;9;1831
1992;401;1;2416
1992;401;2;1168
1992;401;3;2353
1992;401;4;1136
1992;401;5;2040
1992;401;6;3591
1992;401;7;2796
1992;402;1;5649
1992;402;2;2517
1992;402;3;699
1992;402;4;238
1992;402;5;368
1992;402;6;526
1992;402;7;2711
1992;402;8;3066
1992;402;9;1176
1992;403;1;7887
1992;403;2;1461
1992;403;3;1592
1992;403;4;2222
1992;403;5;4021
1992;403;6;2598
1992;403;7;7073
1992;403;8;424
1992;403;9;740
1992;404;1;5214
1992;404;2;3090
1992;404;3;5966
1992;404;4;4888
1992;404;5;5763
1992;404;6;1573
1992;404;7;1741
1992;404;8;2215
1992;404;9;3280
1992;404;10;196
1992;404;11;720
1992;404;12;2653
1992;404;13;434
1992;404;14;334
1992;405;1;7109
1992;405;2;2029
1992;405;3;2318
1992;405;4;1637
1992;405;5;1566
1992;405;6;5044
1992;406;1;5464
1992;406;2;922
1992;406;3;1815
1992;406;4;3317
1992;406;5;1780
1992;406;6;1852
1992;407;1;2166
1992;407;2;3558
1992;407;3;3122
1992;407;4;6840
1992;407;5;1792
1992;407;6;1530
1992;407;7;4677
1992;407;8;761
1992;407;9;2435
1992;407;10;3222
1992;407;11;1367
1992;407;12;1154
1992;407;13;979
1992;407;14;1534
1992;407;15;450
1992;410;1;2041
1992;410;2;3881
1992;410;3;5650
1992;410;4;1560
1992;410;5;4242
1992;410;6;7487
1992;410;7;331
1992;410;8;531
1992;410;9;411
1992;410;10;1714
1992;410;11;1161
1992;410;12;926
1992;410;13;1030
1992;410;14;859
1992;410;15;1130
1992;410;16;4399
1992;410;17;2507
1992;410;18;419
1992;411;1;2226
1992;411;2;1156
1992;411;3;2089
1992;412;1;2131
1992;412;2;1085
1992;412;3;1683
1992;412;4;761
1992;412;5;1309
1992;412;6;2523
1992;415;1;10800
1992;415;2;13858
1992;415;3;29261
1992;415;4;21883
1992;415;5;12599
1992;415;6;2717
1992;415;7;1849
1992;415;8;4158
1992;415;9;2037
1992;415;10;772
1992;415;11;573
1992;415;12;3017
1992;415;13;46360
1992;415;14;13138
1992;415;15;3136
1992;415;99;67
1992;416;1;9641
1992;416;2;12396
1992;416;3;2810
1992;416;4;2837
1992;416;5;1077
1992;416;6;3161
1992;416;7;1927
1992;416;8;3426
1992;416;9;2812
1992;416;10;3784
1992;416;11;1589
1992;416;12;802
1992;416;13;1498
1992;416;14;369
1992;417;1;3078
1992;417;2;2614
1992;417;3;4566
1992;417;4;1519
1992;417;5;518
1992;417;6;861
1992;418;1;633
1992;418;2;567
1992;418;3;2192
1992;418;4;272
1992;418;5;139
1992;419;1;5680
1992;419;2;2561
1992;419;3;2157
1992;419;4;4171
1992;419;5;731
1992;419;6;611
1992;419;7;95
1992;419;8;234
1992;419;9;1233
1992;419;10;1772
1992;419;11;1663
1992;419;12;1677
1992;420;1;3244
1992;420;2;1729
1992;420;3;584
1992;420;4;1100
1992;420;5;2188
1992;420;6;87
1992;421;1;3679
1992;421;2;496
1992;421;3;2003
1992;421;4;1585
1992;421;5;4407
1992;421;6;4329
1992;422;1;4024
1992;422;2;664
1992;422;3;1820
1992;422;4;1563
1992;422;5;2656
1992;422;6;1496
1992;422;7;1938
1992;423;1;6852
1992;423;2;794
1992;423;3;643
1992;423;4;1430
1992;423;5;193
1992;423;6;368
1992;423;7;335
1992;423;8;431
1992;423;9;2547
1992;423;10;1697
1992;424;1;3127
1992;424;2;342
1992;424;3;775
1992;424;4;416
1992;424;5;497
1992;424;6;689
1992;424;7;493
1992;424;8;1413
1992;424;9;661
1992;425;1;9008
1992;425;2;1975
1992;425;3;714
1992;425;4;1619
1992;425;5;2247
1992;425;6;1724
1992;425;7;1794
1992;425;8;607
1992;425;99;25
1992;426;1;5870
1992;426;2;4618
1992;426;3;763
1992;426;4;687
1992;426;5;946
1992;426;6;1677
1992;426;99;1
1992;427;1;4009
1992;427;2;1192
1992;427;3;1203
1992;428;1;3328
1992;428;2;724
1992;428;3;1918
1992;429;1;8337
1992;429;2;3347
1992;429;3;3513
1992;429;4;1433
1992;430;1;697
1992;430;2;3190
1992;430;3;1750
1992;431;1;1499
1992;431;2;2543
1992;431;3;602
1992;431;4;1083
1992;431;5;530
1992;432;1;7128
1992;432;2;1405
1992;432;3;410
1992;432;4;405
1992;432;5;889
1992;432;6;734
1992;433;1;2707
1992;433;2;2440
1992;433;3;708
1992;433;4;562
1992;434;1;993
1992;434;2;2414
1992;434;3;529
1992;434;4;855
1992;434;5;1370
1992;434;6;2102
1992;434;7;1232
1992;440;1;43946
1992;440;2;13811
1992;440;3;20555
1992;440;4;6695
1992;440;5;3270
1992;440;6;1498
1992;440;7;2416
1992;440;8;3343
1992;440;9;4641
1992;440;10;4803
1992;440;11;3941
1992;440;12;3451
1992;440;13;2415
1992;440;14;1954
1992;440;15;1999
1992;440;16;1066
1992;440;17;12241
1992;440;18;3847
1992;440;19;4613
1992;440;99;30
1992;441;1;10122
1992;441;2;1949
1992;441;3;2128
1992;441;4;6644
1992;441;5;862
1992;442;1;2234
1992;442;2;8311
1992;442;3;84
1992;442;4;1391
1992;443;1;3229
1992;443;2;433
1992;443;3;63
1992;443;4;337
1992;444;1;3033
1992;444;2;1289
1992;444;3;322
1992;444;4;3836
1992;444;5;1275
1992;444;6;737
1992;445;1;6367
1992;445;2;1571
1992;445;3;872
1992;445;4;487
1992;445;5;515
1992;445;6;3
1992;445;7;2254
1992;445;8;1110
1992;445;9;452
1992;445;10;1534
1992;445;11;683
1992;445;12;1409
1992;446;1;1898
1992;446;2;841
1992;446;3;1061
1992;446;4;572
1992;446;5;7
1992;447;1;10496
1992;447;2;7269
1992;447;3;1887
1992;447;4;1708
1992;447;5;49
1992;447;6;123
1992;447;7;103
1992;447;8;344
1992;447;9;490
1992;447;10;848
1992;447;11;903
1992;447;12;872
1992;447;13;2127
1992;447;14;971
1992;447;15;1744
1992;448;1;6389
1992;448;2;1415
1992;448;3;543
1992;449;1;12606
1992;449;2;2480
1992;449;3;2537
1992;449;4;1122
1992;449;5;2166
1992;449;6;5083
1992;450;1;13956
1992;450;2;863
1992;450;3;2165
1992;450;4;681
1992;450;5;6685
1992;451;1;3556
1992;451;2;91
1992;451;3;728
1992;452;1;8553
1992;452;2;3591
1992;452;3;1007
1992;452;4;2316
1992;452;5;961
1992;452;6;661
1992;452;7;692
1992;452;8;1436
1992;452;9;1243
1992;455;1;2614
1992;455;2;3886
1992;455;3;2259
1992;455;4;2600
1992;455;5;6379
1992;455;6;3992
1992;455;7;3952
1992;455;8;11778
1992;455;9;5413
1992;455;10;11456
1992;455;11;4194
1992;455;12;4119
1992;455;13;4700
1992;455;14;4570
1992;455;15;18758
1992;455;16;20996
1992;455;17;8682
1992;455;18;5111
1992;455;19;5724
1992;455;20;3947
1992;455;21;4511
1992;455;22;4865
1992;455;23;2871
1992;455;24;25702
1992;455;25;12735
1992;455;26;166
1992;455;27;17793
1992;455;28;10688
1992;455;29;18615
1992;455;30;5040
1992;455;31;4885
1992;455;32;7598
1992;455;33;5338
1992;455;34;3902
1992;455;35;259
1992;455;36;1891
1992;455;37;1211
1992;455;38;42342
1992;455;39;25200
1992;455;40;275
1992;455;99;10
1992;456;1;1578
1992;456;2;3240
1992;456;3;7183
1992;456;4;1714
1992;456;5;5473
1992;456;6;7811
1992;456;7;1909
1992;456;8;26975
1992;456;9;9588
1992;456;10;61523
1992;456;11;13222
1992;456;12;71848
1992;456;13;3379
1992;456;14;29157
1992;456;15;3932
1992;456;99;11
1992;457;1;10299
1992;457;2;17085
1992;457;3;9392
1992;457;4;247
1992;457;5;1276
1992;457;6;2060
1992;458;1;9379
1992;458;2;12754
1992;458;3;14619
1992;458;4;931
1992;458;5;3878
1992;458;6;484
1992;458;7;2298
1992;458;8;683
1992;458;9;837
1992;458;10;1150
1992;458;11;2256
1992;458;99;15
1992;459;1;3292
1992;459;2;1265
1992;459;3;1208
1992;459;4;1283
1992;459;5;1370
1992;459;6;2019
1992;460;1;9423
1992;460;2;1045
1992;460;3;433
1992;460;4;501
1992;460;5;179
1992;460;6;235
1992;460;7;545
1992;460;8;2069
1992;460;9;900
1992;460;10;826
1992;461;1;5689
1992;461;2;372
1992;461;3;133
1992;461;4;1057
1992;461;5;1094
1992;461;6;778
1992;461;7;595
1992;461;8;943
1992;461;9;250
1992;461;10;567
1992;461;11;479
1992;462;1;19198
1992;462;2;11359
1992;462;3;9367
1992;462;4;8696
1992;462;5;1561
1992;462;6;75
1992;463;1;7087
1992;463;2;14940
1992;463;3;15060
1992;463;4;35146
1992;463;5;192
1992;463;6;229
1992;463;7;376
1992;463;8;8402
1992;463;9;287
1992;463;10;1703
1992;463;99;4
1992;465;1;9229
1992;465;2;3249
1992;465;3;321
1992;465;4;5
1992;465;5;211
1992;465;6;625
1992;465;7;1383
1992;465;8;1276
1992;465;9;736
1992;465;10;7713
1992;466;1;4088
1992;466;2;3844
1992;466;3;2782
1992;466;4;12596
1992;466;5;1707
1992;466;6;434
1992;466;7;1601
1992;466;8;1783
1992;466;9;822
1992;467;1;11949
1992;467;2;339
1992;467;3;5558
1992;467;4;838
1992;467;5;12942
1992;467;6;281
1992;467;7;332
1992;467;8;386
1992;467;9;1006
1992;468;1;9097
1992;468;2;268
1992;468;3;128
1992;468;4;5785
1992;468;5;1592
1992;469;1;15604
1992;469;2;667
1992;469;3;748
1992;469;4;125
1992;469;5;263
1992;469;6;1396
1992;469;7;1018
1992;469;8;2621
1992;469;9;1264
1992;469;10;2812
1992;469;11;308
1992;469;12;2497
1992;470;1;2763
1992;470;2;1073
1992;470;3;1303
1992;470;4;1566
1992;470;5;31
1992;471;1;2300
1992;471;2;1669
1992;471;3;2598
1992;471;4;2169
1992;475;1;3008
1992;475;2;4317
1992;475;3;6191
1992;475;4;988
1992;475;5;281
1992;475;6;609
1992;475;7;514
1992;475;8;1126
1992;475;9;352
1992;475;10;806
1992;475;11;298
1992;475;12;784
1992;475;13;3593
1992;475;14;679
1992;475;15;16360
1992;475;16;6320
1992;476;1;5405
1992;476;2;1075
1992;476;3;2260
1992;476;4;457
1992;477;1;430
1992;477;2;4240
1992;477;3;2728
1992;477;4;7940
1992;477;5;334
1992;477;6;2934
1992;477;7;571
1992;477;8;920
1992;477;9;571
1992;477;10;408
1992;477;11;971
1992;477;12;338
1992;477;13;382
1992;478;1;4234
1992;478;2;319
1992;478;3;805
1992;478;4;31
1992;478;5;617
1992;478;6;2020
1992;478;7;1073
1992;479;1;7114
1992;479;2;5403
1992;479;3;732
1992;479;4;267
1992;479;5;1061
1992;479;6;627
1992;479;7;679
1992;479;8;420
1992;479;9;547
1992;479;10;1285
1992;480;1;2548
1992;480;2;555
1992;480;3;1411
1992;480;4;1693
1992;480;5;2635
1992;481;1;2908
1992;481;2;2227
1992;481;3;1088
1992;481;4;7056
1992;481;5;8364
1992;481;6;376
1992;481;7;830
1992;481;8;486
1992;481;9;609
1992;481;10;1096
1992;481;11;1733
1992;481;12;1151
1992;481;13;1916
1992;481;14;785
1992;481;15;1054
1992;481;16;295
1992;481;17;506
1992;481;18;312
1992;481;19;187
1992;482;1;3775
1992;482;2;1652
1992;482;3;3412
1992;482;4;2513
1992;482;5;1915
1992;482;6;1021
1992;482;7;864
1992;482;8;649
1992;482;9;1638
1992;482;10;1226
1992;482;11;307
1992;482;12;643
1992;482;13;459
1992;482;14;548
1992;483;1;2212
1992;483;2;811
1992;483;3;919
1992;483;4;1410
1992;483;5;1632
1992;483;6;725
1992;483;7;609
1992;483;8;717
1992;483;9;614
1992;483;10;2609
1992;484;1;3227
1992;484;2;5159
1992;484;3;2604
1992;484;4;1622
1992;484;5;734
1992;484;6;571
1992;485;1;2054
1992;485;2;909
1992;485;3;649
1992;485;4;502
1992;485;5;201
1992;485;6;245
1992;485;7;653
1992;485;8;1440
1992;485;9;2342
1992;490;1;15161
1992;490;2;36273
1992;490;3;28632
1992;490;4;15703
1992;490;5;22478
1992;490;6;20200
1992;490;7;6501
1992;490;8;13803
1992;490;9;22478
1992;490;10;7465
1992;490;11;3312
1992;490;12;3258
1992;490;13;4321
1992;490;14;25022
1992;490;15;6997
1992;490;16;2894
1992;490;17;3833
1992;490;18;568
1992;490;19;819
1992;490;20;2422
1992;490;21;1421
1992;491;1;6326
1992;491;2;2044
1992;491;3;1725
1992;491;4;2438
1992;491;5;2898
1992;491;6;2128
1992;491;7;1669
1992;491;8;869
1992;491;9;358
1992;491;10;4106
1992;491;11;1907
1992;491;12;503
1992;491;13;1754
1992;492;1;2868
1992;492;2;669
1992;492;3;1499
1992;492;4;850
1992;493;1;4968
1992;493;2;1192
1992;493;3;2763
1992;493;4;1900
1992;493;5;4162
1992;493;6;1024
1992;493;7;496
1992;493;8;247
1992;493;9;1776
1992;493;10;1356
1992;493;11;1003
1992;494;1;2557
1992;494;2;3493
1992;494;3;1025
1992;494;4;591
1992;494;5;577
1992;494;6;1513
1992;494;7;722
1992;494;8;1513
1992;494;9;2076
1992;494;10;2400
1992;494;11;1023
1992;494;12;741
1992;494;13;108
1992;495;1;3152
1992;495;2;2161
1992;496;1;3184
1992;496;2;2794
1992;497;1;1889
1992;497;2;7829
1992;497;3;1435
1992;497;4;2373
1992;497;5;770
1992;497;6;60
1992;498;1;7283
1992;498;2;4028
1992;498;3;9732
1992;498;4;1317
1992;498;5;2163
1992;498;6;2814
1992;498;7;1998
1992;498;8;1837
1992;498;9;1763
1992;498;10;1216
1992;498;11;989
1992;498;12;727
1992;499;1;4762
1992;499;2;2739
1992;499;3;1646
1992;499;4;2364
1992;499;5;2610
1992;499;6;1703
1992;499;7;1009
1992;499;8;3192
1992;499;9;2972
1992;500;1;7314
1992;500;2;4510
1992;500;3;1821
1992;500;4;2499
1992;500;5;1220
1992;500;6;1619
1992;500;7;1043
1992;501;1;5952
1992;501;2;1716
1992;501;3;535
1992;501;4;690
1992;501;5;1589
1992;501;6;567
1992;501;7;2202
1992;501;8;589
1992;501;9;812
1992;502;1;8202
1992;502;2;5586
1992;502;3;1417
1992;502;4;952
1992;502;5;907
1992;502;6;1012
1992;502;7;1291
1992;502;8;2060
1992;502;9;737
1992;502;10;1065
1992;502;11;414
1992;503;1;3321
1992;503;2;2649
1992;503;3;1998
1992;503;4;1669
1992;503;5;452
1992;503;6;327
1992;503;7;1645
1992;504;1;1112
1992;504;2;506
1992;504;3;1246
1992;504;4;1930
1992;504;5;2686
1992;504;6;2382
1992;504;7;3845
1992;504;8;1321
1992;505;1;3631
1992;505;2;3533
1992;505;3;3535
1992;505;4;3733
1992;506;1;3430
1992;506;2;5256
1992;506;3;1738
1992;506;4;2238
1992;506;5;2897
1992;506;6;1710
1992;506;7;1372
1992;506;8;3011
1992;506;9;1023
1992;506;10;523
1992;506;11;1312
1992;506;12;990
1992;507;1;2530
1992;507;2;4175
1992;507;3;1228
1992;507;4;5754
1992;507;5;3148
1992;507;6;2073
1992;507;7;2296
1992;507;8;4275
1992;507;9;1361
1992;507;10;1174
1992;507;11;2251
1992;507;12;2397
1992;507;13;1904
1992;507;14;2312
1992;508;1;3288
1992;508;2;788
1992;508;3;1572
1992;508;4;1431
1992;508;5;505
1992;508;6;1769
1992;508;7;1567
1992;508;8;1746
1992;508;9;1410
1992;510;1;4841
1992;510;2;3949
1992;510;3;2822
1992;510;4;10198
1992;510;5;18176
1992;510;6;19241
1992;510;7;16279
1992;510;8;20786
1992;510;9;8602
1992;510;10;9572
1992;510;11;938
1992;510;12;887
1992;510;13;680
1992;510;14;636
1992;510;15;125
1992;510;16;523
1992;510;17;2636
1992;510;18;761
1992;510;19;201
1992;510;99;315
1992;511;1;7350
1992;511;2;518
1992;511;3;1554
1992;511;4;902
1992;511;5;3175
1992;511;6;2100
1992;511;7;2353
1992;512;1;6917
1992;512;2;1012
1992;512;3;3536
1992;512;4;220
1992;512;5;1242
1992;512;6;559
1992;512;7;271
1992;513;1;3422
1992;513;2;937
1992;513;3;714
1992;513;4;4089
1992;513;5;6688
1992;513;6;1025
1992;513;7;1428
1992;513;8;88
1992;513;9;0
1992;513;10;73
1992;513;11;100
1992;514;1;9132
1992;514;2;982
1992;514;3;3934
1992;515;1;3839
1992;515;2;699
1992;515;3;550
1992;515;4;677
1992;516;1;3434
1992;516;2;780
1992;516;3;1180
1992;516;4;877
1992;516;5;905
1992;517;1;10568
1992;517;2;2058
1992;517;3;2622
1992;517;4;606
1992;517;5;3746
1992;517;6;2755
1992;517;7;4703
1992;517;8;2152
1992;517;9;295
1992;517;10;637
1992;517;99;20
1992;518;1;11381
